# Grammatical Features
#Locale	ID	Feature	Usage	Values
Ukrainian	uk	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental
Ukrainian	uk	grammaticalCase	units	nominative, accusative, genitive, locative, dative, instrumental
Ukrainian	uk	grammaticalGender	general	masculine, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} день	<div class='cldr_example'><span class='cldr_substituted'>1</span> день</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> день</div>
Plural	few	{0} дні	<div class='cldr_example'><span class='cldr_substituted'>2</span> дні</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> дні</div>
Plural	many	{0} днів	<div class='cldr_example'><span class='cldr_substituted'>5</span> днів</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> днів</div>
Plural	other	{0} дня	<div class='cldr_example'><span class='cldr_substituted'>10,0</span> дня</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> дня</div>
Case (for measurement units)	nominative	Є {0}	<div class='cldr_example'>Є <span class='cldr_substituted'>1 сантиметр</span></div><div class='cldr_example'>❌  Є <span class='cldr_substituted'>1 сантиметру</span></div>
Case (for measurement units)	accusative	Знайшли {0}	<div class='cldr_example'>Знайшли <span class='cldr_substituted'>1 сантиметр</span></div><div class='cldr_example'>❌  Знайшли <span class='cldr_substituted'>1 сантиметру</span></div>
Case (for measurement units)	genitive	Немає {0}	<div class='cldr_example'>Немає <span class='cldr_substituted'>1 сантиметра</span></div><div class='cldr_example'>❌  Немає <span class='cldr_substituted'>1 сантиметр</span></div>
Case (for measurement units)	locative	Міститься в {0}	<div class='cldr_example'>Міститься в <span class='cldr_substituted'>1 сантиметрі</span></div><div class='cldr_example'>❌  Міститься в <span class='cldr_substituted'>1 сантиметр</span></div>
Case (for measurement units)	dative	Це відповідає {0}	<div class='cldr_example'>Це відповідає <span class='cldr_substituted'>1 сантиметру</span></div><div class='cldr_example'>❌  Це відповідає <span class='cldr_substituted'>1 сантиметр</span></div>
Case (for measurement units)	instrumental	Вимірюється не {0}	<div class='cldr_example'>Вимірюється не <span class='cldr_substituted'>1 сантиметром</span></div><div class='cldr_example'>❌  Вимірюється не <span class='cldr_substituted'>1 сантиметр</span></div>
Gender (for measurement units)	masculine	Цей {0}	<div class='cldr_example'>Цей <span class='cldr_substituted'>сантиметр</span></div><div class='cldr_example'>❌  Цей <span class='cldr_substituted'>година</span></div>
Gender (for measurement units)	feminine	Ця {0}	<div class='cldr_example'>Ця <span class='cldr_substituted'>година</span></div><div class='cldr_example'>❌  Ця <span class='cldr_substituted'>сантиметр</span></div>
Gender (for measurement units)	neuter	Це {0}	<div class='cldr_example'>Це <span class='cldr_substituted'>століття</span></div><div class='cldr_example'>❌  Це <span class='cldr_substituted'>година</span></div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 21.0	Pattern for few	Case MP + pattern with 3.0	Pattern for many	Case MP + pattern with 5.0	Pattern for other	Case MP + pattern with 0.1
consumption	liters per kilometer	masculine	Цей літр на кілометр	nominative	{0} літр на кілометр	Є 21 літр на кілометр	{0} літри на кілометр	Є 3 літри на кілометр	{0} літрів на кілометр	Є 5 літрів на кілометр	{0} літра на кілометр	Є 0,1 літра на кілометр
consumption	liters per kilometer	masculine	Цей літр на кілометр	accusative	{0} літр на кілометр	Знайшли 21 літр на кілометр	{0} літри на кілометр	Знайшли 3 літри на кілометр	{0} літрів на кілометр	Знайшли 5 літрів на кілометр	{0} літра на кілометр	Знайшли 0,1 літра на кілометр
consumption	liters per kilometer	masculine	Цей літр на кілометр	genitive	{0} літра на кілометр	Немає 21 літра на кілометр	{0} літрів на кілометр	Немає 3 літрів на кілометр	{0} літрів на кілометр	Немає 5 літрів на кілометр	{0} літра на кілометр	Немає 0,1 літра на кілометр
consumption	liters per kilometer	masculine	Цей літр на кілометр	locative	{0} літрі на кілометр	Міститься в 21 літрі на кілометр	{0} літрах на кілометр	Міститься в 3 літрах на кілометр	{0} літрах на кілометр	Міститься в 5 літрах на кілометр	{0} літра на кілометр	Міститься в 0,1 літра на кілометр
consumption	liters per kilometer	masculine	Цей літр на кілометр	dative	{0} літру на кілометр	Це відповідає 21 літру на кілометр	{0} літрам на кілометр	Це відповідає 3 літрам на кілометр	{0} літрам на кілометр	Це відповідає 5 літрам на кілометр	{0} літра на кілометр	Це відповідає 0,1 літра на кілометр
consumption	liters per kilometer	masculine	Цей літр на кілометр	instrumental	{0} літром на кілометр	Вимірюється не 21 літром на кілометр	{0} літрами на кілометр	Вимірюється не 3 літрами на кілометр	{0} літрами на кілометр	Вимірюється не 5 літрами на кілометр	{0} літра на кілометр	Вимірюється не 0,1 літра на кілометр
digital	bits	masculine	Цей біт	nominative	{0} біт	Є 21 біт	{0} біти	Є 3 біти	{0} бітів	Є 5 бітів	{0} біта	Є 0,1 біта
digital	bits	masculine	Цей біт	accusative	{0} біт	Знайшли 21 біт	{0} біти	Знайшли 3 біти	{0} бітів	Знайшли 5 бітів	{0} біта	Знайшли 0,1 біта
digital	bits	masculine	Цей біт	genitive	{0} біта	Немає 21 біта	{0} бітів	Немає 3 бітів	{0} бітів	Немає 5 бітів	{0} біта	Немає 0,1 біта
digital	bits	masculine	Цей біт	locative	{0} біті	Міститься в 21 біті	{0} бітах	Міститься в 3 бітах	{0} бітах	Міститься в 5 бітах	{0} біта	Міститься в 0,1 біта
digital	bits	masculine	Цей біт	dative	{0} біту	Це відповідає 21 біту	{0} бітам	Це відповідає 3 бітам	{0} бітам	Це відповідає 5 бітам	{0} біта	Це відповідає 0,1 біта
digital	bits	masculine	Цей біт	instrumental	{0} бітом	Вимірюється не 21 бітом	{0} бітами	Вимірюється не 3 бітами	{0} бітами	Вимірюється не 5 бітами	{0} біта	Вимірюється не 0,1 біта
digital	byte • ( = 8 bit)	masculine	Цей байт	nominative	{0} байт	Є 21 байт	{0} байти	Є 3 байти	{0} байтів	Є 5 байтів	{0} байта	Є 0,1 байта
digital	byte • ( = 8 bit)	masculine	Цей байт	accusative	{0} байт	Знайшли 21 байт	{0} байти	Знайшли 3 байти	{0} байтів	Знайшли 5 байтів	{0} байта	Знайшли 0,1 байта
digital	byte • ( = 8 bit)	masculine	Цей байт	genitive	{0} байта	Немає 21 байта	{0} байтів	Немає 3 байтів	{0} байтів	Немає 5 байтів	{0} байта	Немає 0,1 байта
digital	byte • ( = 8 bit)	masculine	Цей байт	locative	{0} байті	Міститься в 21 байті	{0} байтах	Міститься в 3 байтах	{0} байтах	Міститься в 5 байтах	{0} байта	Міститься в 0,1 байта
digital	byte • ( = 8 bit)	masculine	Цей байт	dative	{0} байту	Це відповідає 21 байту	{0} байтам	Це відповідає 3 байтам	{0} байтам	Це відповідає 5 байтам	{0} байта	Це відповідає 0,1 байта
digital	byte • ( = 8 bit)	masculine	Цей байт	instrumental	{0} байтом	Вимірюється не 21 байтом	{0} байтами	Вимірюється не 3 байтами	{0} байтами	Вимірюється не 5 байтами	{0} байта	Вимірюється не 0,1 байта
digital	kilobits	masculine	Цей кілобіт	nominative	{0} кілобіт	Є 21 кілобіт	{0} кілобіти	Є 3 кілобіти	{0} кілобітів	Є 5 кілобітів	{0} кілобіта	Є 0,1 кілобіта
digital	kilobits	masculine	Цей кілобіт	accusative	{0} кілобіт	Знайшли 21 кілобіт	{0} кілобіти	Знайшли 3 кілобіти	{0} кілобітів	Знайшли 5 кілобітів	{0} кілобіта	Знайшли 0,1 кілобіта
digital	kilobits	masculine	Цей кілобіт	genitive	{0} кілобіта	Немає 21 кілобіта	{0} кілобітів	Немає 3 кілобітів	{0} кілобітів	Немає 5 кілобітів	{0} кілобіта	Немає 0,1 кілобіта
digital	kilobits	masculine	Цей кілобіт	locative	{0} кілобіті	Міститься в 21 кілобіті	{0} кілобітах	Міститься в 3 кілобітах	{0} кілобітах	Міститься в 5 кілобітах	{0} кілобіта	Міститься в 0,1 кілобіта
digital	kilobits	masculine	Цей кілобіт	dative	{0} кілобіту	Це відповідає 21 кілобіту	{0} кілобітам	Це відповідає 3 кілобітам	{0} кілобітам	Це відповідає 5 кілобітам	{0} кілобіта	Це відповідає 0,1 кілобіта
digital	kilobits	masculine	Цей кілобіт	instrumental	{0} кілобітом	Вимірюється не 21 кілобітом	{0} кілобітами	Вимірюється не 3 кілобітами	{0} кілобітами	Вимірюється не 5 кілобітами	{0} кілобіта	Вимірюється не 0,1 кілобіта
digital	kilobyte • ( = 8 kb)	masculine	Цей кілобайт	nominative	{0} кілобайт	Є 21 кілобайт	{0} кілобайти	Є 3 кілобайти	{0} кілобайтів	Є 5 кілобайтів	{0} кілобайта	Є 0,1 кілобайта
digital	kilobyte • ( = 8 kb)	masculine	Цей кілобайт	accusative	{0} кілобайт	Знайшли 21 кілобайт	{0} кілобайти	Знайшли 3 кілобайти	{0} кілобайтів	Знайшли 5 кілобайтів	{0} кілобайта	Знайшли 0,1 кілобайта
digital	kilobyte • ( = 8 kb)	masculine	Цей кілобайт	genitive	{0} кілобайта	Немає 21 кілобайта	{0} кілобайтів	Немає 3 кілобайтів	{0} кілобайтів	Немає 5 кілобайтів	{0} кілобайта	Немає 0,1 кілобайта
digital	kilobyte • ( = 8 kb)	masculine	Цей кілобайт	locative	{0} кілобайті	Міститься в 21 кілобайті	{0} кілобайтах	Міститься в 3 кілобайтах	{0} кілобайтах	Міститься в 5 кілобайтах	{0} кілобайта	Міститься в 0,1 кілобайта
digital	kilobyte • ( = 8 kb)	masculine	Цей кілобайт	dative	{0} кілобайту	Це відповідає 21 кілобайту	{0} кілобайтам	Це відповідає 3 кілобайтам	{0} кілобайтам	Це відповідає 5 кілобайтам	{0} кілобайта	Це відповідає 0,1 кілобайта
digital	kilobyte • ( = 8 kb)	masculine	Цей кілобайт	instrumental	{0} кілобайтом	Вимірюється не 21 кілобайтом	{0} кілобайтами	Вимірюється не 3 кілобайтами	{0} кілобайтами	Вимірюється не 5 кілобайтами	{0} кілобайта	Вимірюється не 0,1 кілобайта
digital	megabits	masculine	Цей мегабіт	nominative	{0} мегабіт	Є 21 мегабіт	{0} мегабіти	Є 3 мегабіти	{0} мегабітів	Є 5 мегабітів	{0} мегабіта	Є 0,1 мегабіта
digital	megabits	masculine	Цей мегабіт	accusative	{0} мегабіт	Знайшли 21 мегабіт	{0} мегабіти	Знайшли 3 мегабіти	{0} мегабітів	Знайшли 5 мегабітів	{0} мегабіта	Знайшли 0,1 мегабіта
digital	megabits	masculine	Цей мегабіт	genitive	{0} мегабіта	Немає 21 мегабіта	{0} мегабітів	Немає 3 мегабітів	{0} мегабітів	Немає 5 мегабітів	{0} мегабіта	Немає 0,1 мегабіта
digital	megabits	masculine	Цей мегабіт	locative	{0} мегабіті	Міститься в 21 мегабіті	{0} мегабітах	Міститься в 3 мегабітах	{0} мегабітах	Міститься в 5 мегабітах	{0} мегабіта	Міститься в 0,1 мегабіта
digital	megabits	masculine	Цей мегабіт	dative	{0} мегабіту	Це відповідає 21 мегабіту	{0} мегабітам	Це відповідає 3 мегабітам	{0} мегабітам	Це відповідає 5 мегабітам	{0} мегабіта	Це відповідає 0,1 мегабіта
digital	megabits	masculine	Цей мегабіт	instrumental	{0} мегабітом	Вимірюється не 21 мегабітом	{0} мегабітами	Вимірюється не 3 мегабітами	{0} мегабітами	Вимірюється не 5 мегабітами	{0} мегабіта	Вимірюється не 0,1 мегабіта
digital	megabyte • ( = 8 Mb)	masculine	Цей мегабайт	nominative	{0} мегабайт	Є 21 мегабайт	{0} мегабайти	Є 3 мегабайти	{0} мегабайтів	Є 5 мегабайтів	{0} мегабайта	Є 0,1 мегабайта
digital	megabyte • ( = 8 Mb)	masculine	Цей мегабайт	accusative	{0} мегабайт	Знайшли 21 мегабайт	{0} мегабайти	Знайшли 3 мегабайти	{0} мегабайтів	Знайшли 5 мегабайтів	{0} мегабайта	Знайшли 0,1 мегабайта
digital	megabyte • ( = 8 Mb)	masculine	Цей мегабайт	genitive	{0} мегабайта	Немає 21 мегабайта	{0} мегабайтів	Немає 3 мегабайтів	{0} мегабайтів	Немає 5 мегабайтів	{0} мегабайта	Немає 0,1 мегабайта
digital	megabyte • ( = 8 Mb)	masculine	Цей мегабайт	locative	{0} мегабайті	Міститься в 21 мегабайті	{0} мегабайтах	Міститься в 3 мегабайтах	{0} мегабайтах	Міститься в 5 мегабайтах	{0} мегабайта	Міститься в 0,1 мегабайта
digital	megabyte • ( = 8 Mb)	masculine	Цей мегабайт	dative	{0} мегабайту	Це відповідає 21 мегабайту	{0} мегабайтам	Це відповідає 3 мегабайтам	{0} мегабайтам	Це відповідає 5 мегабайтам	{0} мегабайта	Це відповідає 0,1 мегабайта
digital	megabyte • ( = 8 Mb)	masculine	Цей мегабайт	instrumental	{0} мегабайтом	Вимірюється не 21 мегабайтом	{0} мегабайтами	Вимірюється не 3 мегабайтами	{0} мегабайтами	Вимірюється не 5 мегабайтами	{0} мегабайта	Вимірюється не 0,1 мегабайта
