# Grammatical Features
#Locale	ID	Feature	Usage	Values
Czech	cs	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental
Czech	cs	grammaticalCase	units	nominative, accusative, genitive, locative, dative, instrumental
Czech	cs	grammaticalGender	general	animate, inanimate, feminine, neuter
Czech	cs	grammaticalGender	units	inanimate, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} den	<div class='cldr_example'><span class='cldr_substituted'>1</span> den</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> den</div>
Plural	few	{0} dny	<div class='cldr_example'><span class='cldr_substituted'>2</span> dny</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> dny</div>
Plural	many	{0} dne	<div class='cldr_example'><span class='cldr_substituted'>10,0</span> dne</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> dne</div>
Plural	other	{0} dní	<div class='cldr_example'><span class='cldr_substituted'>5</span> dní</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> dní</div>
Case (for measurement units)	nominative	Chybí ještě {0}.	<div class='cldr_example'>Chybí ještě <span class='cldr_substituted'>1 centimetr čtvereční</span>.</div><div class='cldr_example'>❌  Chybí ještě <span class='cldr_substituted'>1 centimetru čtverečnímu</span>.</div>
Case (for measurement units)	accusative	Naměřili jsme {0}.	<div class='cldr_example'>Naměřili jsme <span class='cldr_substituted'>1 centimetr čtvereční</span>.</div><div class='cldr_example'>❌  Naměřili jsme <span class='cldr_substituted'>1 centimetru čtverečnímu</span>.</div>
Case (for measurement units)	genitive	Bez {0} se obejdeme.	<div class='cldr_example'>Bez <span class='cldr_substituted'>10,0 centimetru čtverečního</span> se obejdeme.</div><div class='cldr_example'>❌  Bez <span class='cldr_substituted'>1 centimetr čtvereční</span> se obejdeme.</div>
Case (for measurement units)	locative	Po {0} se zastavil.	<div class='cldr_example'>Po <span class='cldr_substituted'>1 centimetru čtverečním</span> se zastavil.</div><div class='cldr_example'>❌  Po <span class='cldr_substituted'>1 centimetr čtvereční</span> se zastavil.</div>
Case (for measurement units)	dative	Díky {0} navíc to mohl stihnout.	<div class='cldr_example'>Díky <span class='cldr_substituted'>1 centimetru čtverečnímu</span> navíc to mohl stihnout.</div><div class='cldr_example'>❌  Díky <span class='cldr_substituted'>1 centimetr čtvereční</span> navíc to mohl stihnout.</div>
Case (for measurement units)	instrumental	Spokojíme se s {0}.	<div class='cldr_example'>Spokojíme se s <span class='cldr_substituted'>1 centimetrem čtverečním</span>.</div><div class='cldr_example'>❌  Spokojíme se s <span class='cldr_substituted'>1 centimetr čtvereční</span>.</div>
Gender (for measurement units)	inanimate	Jeden {0} stál 135 Kč.	<div class='cldr_example'>Jeden <span class='cldr_substituted'>centimetr</span> stál 135 Kč.</div><div class='cldr_example'>❌  Jeden <span class='cldr_substituted'>hodina</span> stál 135 Kč.</div>
Gender (for measurement units)	feminine	Jedna {0} stála 135 Kč.	<div class='cldr_example'>Jedna <span class='cldr_substituted'>hodina</span> stála 135 Kč.</div><div class='cldr_example'>❌  Jedna <span class='cldr_substituted'>centimetr</span> stála 135 Kč.</div>
Gender (for measurement units)	neuter	Jedno {0} stálo 135 Kč.	<div class='cldr_example'>Jedno <span class='cldr_substituted'>století</span> stálo 135 Kč.</div><div class='cldr_example'>❌  Jedno <span class='cldr_substituted'>hodina</span> stálo 135 Kč.</div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 1.0	Pattern for few	Case MP + pattern with 3.0	Pattern for many	Case MP + pattern with 0.1	Pattern for other	Case MP + pattern with 5.0
area	square kilometers	inanimate	Jeden kilometr čtvereční stál 135 Kč.	locative	{0} kilometru čtverečním	Po 1 kilometru čtverečním se zastavil.	{0} kilometrech čtverečních	Po 3 kilometrech čtverečních se zastavil.	{0} kilometru čtverečního	Po 0,1 kilometru čtverečního se zastavil.	{0} kilometrech čtverečních	Po 5 kilometrech čtverečních se zastavil.
area	square kilometers	inanimate	Jeden kilometr čtvereční stál 135 Kč.	dative	{0} kilometru čtverečnímu	Díky 1 kilometru čtverečnímu navíc to mohl stihnout.	{0} kilometrům čtverečním	Díky 3 kilometrům čtverečním navíc to mohl stihnout.	{0} kilometru čtverečního	Díky 0,1 kilometru čtverečního navíc to mohl stihnout.	{0} kilometrům čtverečním	Díky 5 kilometrům čtverečním navíc to mohl stihnout.
area	square kilometers	inanimate	Jeden kilometr čtvereční stál 135 Kč.	instrumental	{0} kilometrem čtverečním	Spokojíme se s 1 kilometrem čtverečním.	{0} kilometry čtverečními	Spokojíme se s 3 kilometry čtverečními.	{0} kilometru čtverečního	Spokojíme se s 0,1 kilometru čtverečního.	{0} kilometry čtverečními	Spokojíme se s 5 kilometry čtverečními.
concentration	millimole-per-liter • ( = 602,214,076,000,000,000,000,000 items per cubic meter)	inanimate	Jeden milimol na litr stál 135 Kč.	nominative	{0} milimol na litr	Chybí ještě 1 milimol na litr.	{0} milimoly na litr	Chybí ještě 3 milimoly na litr.	{0} milimolu na litr	Chybí ještě 0,1 milimolu na litr.	{0} milimolů na litr	Chybí ještě 5 milimolů na litr.
concentration	millimole-per-liter • ( = 602,214,076,000,000,000,000,000 items per cubic meter)	inanimate	Jeden milimol na litr stál 135 Kč.	accusative	{0} milimol na litr	Naměřili jsme 1 milimol na litr.	{0} milimoly na litr	Naměřili jsme 3 milimoly na litr.	{0} milimolu na litr	Naměřili jsme 0,1 milimolu na litr.	{0} milimolů na litr	Naměřili jsme 5 milimolů na litr.
concentration	millimole-per-liter • ( = 602,214,076,000,000,000,000,000 items per cubic meter)	inanimate	Jeden milimol na litr stál 135 Kč.	genitive	{0} milimolu na litr	Bez 1 milimolu na litr se obejdeme.	{0} milimolů na litr	Bez 3 milimolů na litr se obejdeme.	{0} milimolu na litr	Bez 0,1 milimolu na litr se obejdeme.	{0} milimolů na litr	Bez 5 milimolů na litr se obejdeme.
concentration	millimole-per-liter • ( = 602,214,076,000,000,000,000,000 items per cubic meter)	inanimate	Jeden milimol na litr stál 135 Kč.	locative	{0} milimolu na litr	Po 1 milimolu na litr se zastavil.	{0} milimolech na litr	Po 3 milimolech na litr se zastavil.	{0} milimolu na litr	Po 0,1 milimolu na litr se zastavil.	{0} milimolech na litr	Po 5 milimolech na litr se zastavil.
concentration	millimole-per-liter • ( = 602,214,076,000,000,000,000,000 items per cubic meter)	inanimate	Jeden milimol na litr stál 135 Kč.	dative	{0} milimolu na litr	Díky 1 milimolu na litr navíc to mohl stihnout.	{0} milimolům na litr	Díky 3 milimolům na litr navíc to mohl stihnout.	{0} milimolu na litr	Díky 0,1 milimolu na litr navíc to mohl stihnout.	{0} milimolům na litr	Díky 5 milimolům na litr navíc to mohl stihnout.
concentration	millimole-per-liter • ( = 602,214,076,000,000,000,000,000 items per cubic meter)	inanimate	Jeden milimol na litr stál 135 Kč.	instrumental	{0} milimolem na litr	Spokojíme se s 1 milimolem na litr.	{0} milimoly na litr	Spokojíme se s 3 milimoly na litr.	{0} milimolu na litr	Spokojíme se s 0,1 milimolu na litr.	{0} milimoly na litr	Spokojíme se s 5 milimoly na litr.
consumption	liters per 100 kilometers	inanimate	Jeden litr na sto kilometrů stál 135 Kč.	nominative	{0} litr na sto kilometrů	Chybí ještě 1 litr na sto kilometrů.	{0} litry na sto kilometrů	Chybí ještě 3 litry na sto kilometrů.	{0} litru na sto kilometrů	Chybí ještě 0,1 litru na sto kilometrů.	{0} litrů na sto kilometrů	Chybí ještě 5 litrů na sto kilometrů.
consumption	liters per 100 kilometers	inanimate	Jeden litr na sto kilometrů stál 135 Kč.	accusative	{0} litr na sto kilometrů	Naměřili jsme 1 litr na sto kilometrů.	{0} litry na sto kilometrů	Naměřili jsme 3 litry na sto kilometrů.	{0} litru na sto kilometrů	Naměřili jsme 0,1 litru na sto kilometrů.	{0} litrů na sto kilometrů	Naměřili jsme 5 litrů na sto kilometrů.
consumption	liters per 100 kilometers	inanimate	Jeden litr na sto kilometrů stál 135 Kč.	genitive	{0} litru na sto kilometrů	Bez 1 litru na sto kilometrů se obejdeme.	{0} litrů na sto kilometrů	Bez 3 litrů na sto kilometrů se obejdeme.	{0} litru na sto kilometrů	Bez 0,1 litru na sto kilometrů se obejdeme.	{0} litrů na sto kilometrů	Bez 5 litrů na sto kilometrů se obejdeme.
consumption	liters per 100 kilometers	inanimate	Jeden litr na sto kilometrů stál 135 Kč.	locative	{0} litru na sto kilometrů	Po 1 litru na sto kilometrů se zastavil.	{0} litrech na sto kilometrů	Po 3 litrech na sto kilometrů se zastavil.	{0} litru na sto kilometrů	Po 0,1 litru na sto kilometrů se zastavil.	{0} litrech na sto kilometrů	Po 5 litrech na sto kilometrů se zastavil.
consumption	liters per 100 kilometers	inanimate	Jeden litr na sto kilometrů stál 135 Kč.	dative	{0} litru na sto kilometrů	Díky 1 litru na sto kilometrů navíc to mohl stihnout.	{0} litrům na sto kilometrů	Díky 3 litrům na sto kilometrů navíc to mohl stihnout.	{0} litru na sto kilometrů	Díky 0,1 litru na sto kilometrů navíc to mohl stihnout.	{0} litrům na sto kilometrů	Díky 5 litrům na sto kilometrů navíc to mohl stihnout.
consumption	liters per 100 kilometers	inanimate	Jeden litr na sto kilometrů stál 135 Kč.	instrumental	{0} litrem na sto kilometrů	Spokojíme se s 1 litrem na sto kilometrů.	{0} litry na sto kilometrů	Spokojíme se s 3 litry na sto kilometrů.	{0} litru na sto kilometrů	Spokojíme se s 0,1 litru na sto kilometrů.	{0} litry na sto kilometrů	Spokojíme se s 5 litry na sto kilometrů.
consumption	liters per kilometer	inanimate	Jeden litr na kilometr stál 135 Kč.	nominative	{0} litr na kilometr	Chybí ještě 1 litr na kilometr.	{0} litry na kilometr	Chybí ještě 3 litry na kilometr.	{0} litru na kilometr	Chybí ještě 0,1 litru na kilometr.	{0} litrů na kilometr	Chybí ještě 5 litrů na kilometr.
consumption	liters per kilometer	inanimate	Jeden litr na kilometr stál 135 Kč.	accusative	{0} litr na kilometr	Naměřili jsme 1 litr na kilometr.	{0} litry na kilometr	Naměřili jsme 3 litry na kilometr.	{0} litru na kilometr	Naměřili jsme 0,1 litru na kilometr.	{0} litrů na kilometr	Naměřili jsme 5 litrů na kilometr.
consumption	liters per kilometer	inanimate	Jeden litr na kilometr stál 135 Kč.	genitive	{0} litru na kilometr	Bez 1 litru na kilometr se obejdeme.	{0} litrů na kilometr	Bez 3 litrů na kilometr se obejdeme.	{0} litru na kilometr	Bez 0,1 litru na kilometr se obejdeme.	{0} litrů na kilometr	Bez 5 litrů na kilometr se obejdeme.
consumption	liters per kilometer	inanimate	Jeden litr na kilometr stál 135 Kč.	locative	{0} litru na kilometr	Po 1 litru na kilometr se zastavil.	{0} litrech na kilometr	Po 3 litrech na kilometr se zastavil.	{0} litru na kilometr	Po 0,1 litru na kilometr se zastavil.	{0} litrech na kilometr	Po 5 litrech na kilometr se zastavil.
consumption	liters per kilometer	inanimate	Jeden litr na kilometr stál 135 Kč.	dative	{0} litru na kilometr	Díky 1 litru na kilometr navíc to mohl stihnout.	{0} litrům na kilometr	Díky 3 litrům na kilometr navíc to mohl stihnout.	{0} litru na kilometr	Díky 0,1 litru na kilometr navíc to mohl stihnout.	{0} litrům na kilometr	Díky 5 litrům na kilometr navíc to mohl stihnout.
consumption	liters per kilometer	inanimate	Jeden litr na kilometr stál 135 Kč.	instrumental	{0} litrem na kilometr	Spokojíme se s 1 litrem na kilometr.	{0} litry na kilometr	Spokojíme se s 3 litry na kilometr.	{0} litru na kilometr	Spokojíme se s 0,1 litru na kilometr.	{0} litry na kilometr	Spokojíme se s 5 litry na kilometr.
digital	bits	inanimate	Jeden bit stál 135 Kč.	nominative	{0} bit	Chybí ještě 1 bit.	{0} bity	Chybí ještě 3 bity.	{0} bitu	Chybí ještě 0,1 bitu.	{0} bitů	Chybí ještě 5 bitů.
digital	bits	inanimate	Jeden bit stál 135 Kč.	accusative	{0} bit	Naměřili jsme 1 bit.	{0} bity	Naměřili jsme 3 bity.	{0} bitu	Naměřili jsme 0,1 bitu.	{0} bitů	Naměřili jsme 5 bitů.
digital	bits	inanimate	Jeden bit stál 135 Kč.	genitive	{0} bitu	Bez 1 bitu se obejdeme.	{0} bitů	Bez 3 bitů se obejdeme.	{0} bitu	Bez 0,1 bitu se obejdeme.	{0} bitů	Bez 5 bitů se obejdeme.
digital	bits	inanimate	Jeden bit stál 135 Kč.	locative	{0} bitu	Po 1 bitu se zastavil.	{0} bitech	Po 3 bitech se zastavil.	{0} bitu	Po 0,1 bitu se zastavil.	{0} bitech	Po 5 bitech se zastavil.
digital	bits	inanimate	Jeden bit stál 135 Kč.	dative	{0} bitu	Díky 1 bitu navíc to mohl stihnout.	{0} bitům	Díky 3 bitům navíc to mohl stihnout.	{0} bitu	Díky 0,1 bitu navíc to mohl stihnout.	{0} bitům	Díky 5 bitům navíc to mohl stihnout.
digital	bits	inanimate	Jeden bit stál 135 Kč.	instrumental	{0} bitem	Spokojíme se s 1 bitem.	{0} bity	Spokojíme se s 3 bity.	{0} bitu	Spokojíme se s 0,1 bitu.	{0} bity	Spokojíme se s 5 bity.
digital	byte • ( = 8 bit)	inanimate	Jeden bajt stál 135 Kč.	nominative	{0} bajt	Chybí ještě 1 bajt.	{0} bajty	Chybí ještě 3 bajty.	{0} bajtu	Chybí ještě 0,1 bajtu.	{0} bajtů	Chybí ještě 5 bajtů.
digital	byte • ( = 8 bit)	inanimate	Jeden bajt stál 135 Kč.	accusative	{0} bajt	Naměřili jsme 1 bajt.	{0} bajty	Naměřili jsme 3 bajty.	{0} bajtu	Naměřili jsme 0,1 bajtu.	{0} bajtů	Naměřili jsme 5 bajtů.
digital	byte • ( = 8 bit)	inanimate	Jeden bajt stál 135 Kč.	genitive	{0} bajtu	Bez 1 bajtu se obejdeme.	{0} bajtů	Bez 3 bajtů se obejdeme.	{0} bajtu	Bez 0,1 bajtu se obejdeme.	{0} bajtů	Bez 5 bajtů se obejdeme.
digital	byte • ( = 8 bit)	inanimate	Jeden bajt stál 135 Kč.	locative	{0} bajtu	Po 1 bajtu se zastavil.	{0} bajtech	Po 3 bajtech se zastavil.	{0} bajtu	Po 0,1 bajtu se zastavil.	{0} bajtech	Po 5 bajtech se zastavil.
digital	byte • ( = 8 bit)	inanimate	Jeden bajt stál 135 Kč.	dative	{0} bajtu	Díky 1 bajtu navíc to mohl stihnout.	{0} bajtům	Díky 3 bajtům navíc to mohl stihnout.	{0} bajtu	Díky 0,1 bajtu navíc to mohl stihnout.	{0} bajtům	Díky 5 bajtům navíc to mohl stihnout.
digital	byte • ( = 8 bit)	inanimate	Jeden bajt stál 135 Kč.	instrumental	{0} bajtem	Spokojíme se s 1 bajtem.	{0} bajty	Spokojíme se s 3 bajty.	{0} bajtu	Spokojíme se s 0,1 bajtu.	{0} bajty	Spokojíme se s 5 bajty.
digital	kilobits	inanimate	Jeden kilobit stál 135 Kč.	nominative	{0} kilobit	Chybí ještě 1 kilobit.	{0} kilobity	Chybí ještě 3 kilobity.	{0} kilobitu	Chybí ještě 0,1 kilobitu.	{0} kilobitů	Chybí ještě 5 kilobitů.
digital	kilobits	inanimate	Jeden kilobit stál 135 Kč.	accusative	{0} kilobit	Naměřili jsme 1 kilobit.	{0} kilobity	Naměřili jsme 3 kilobity.	{0} kilobitu	Naměřili jsme 0,1 kilobitu.	{0} kilobitů	Naměřili jsme 5 kilobitů.
digital	kilobits	inanimate	Jeden kilobit stál 135 Kč.	genitive	{0} kilobitu	Bez 1 kilobitu se obejdeme.	{0} kilobitů	Bez 3 kilobitů se obejdeme.	{0} kilobitu	Bez 0,1 kilobitu se obejdeme.	{0} kilobitů	Bez 5 kilobitů se obejdeme.
digital	kilobits	inanimate	Jeden kilobit stál 135 Kč.	locative	{0} kilobitu	Po 1 kilobitu se zastavil.	{0} kilobitech	Po 3 kilobitech se zastavil.	{0} kilobitu	Po 0,1 kilobitu se zastavil.	{0} kilobitech	Po 5 kilobitech se zastavil.
digital	kilobits	inanimate	Jeden kilobit stál 135 Kč.	dative	{0} kilobitu	Díky 1 kilobitu navíc to mohl stihnout.	{0} kilobitům	Díky 3 kilobitům navíc to mohl stihnout.	{0} kilobitu	Díky 0,1 kilobitu navíc to mohl stihnout.	{0} kilobitům	Díky 5 kilobitům navíc to mohl stihnout.
digital	kilobits	inanimate	Jeden kilobit stál 135 Kč.	instrumental	{0} kilobitem	Spokojíme se s 1 kilobitem.	{0} kilobity	Spokojíme se s 3 kilobity.	{0} kilobitu	Spokojíme se s 0,1 kilobitu.	{0} kilobity	Spokojíme se s 5 kilobity.
digital	kilobyte • ( = 8 kb)	inanimate	Jeden kilobajt stál 135 Kč.	nominative	{0} kilobajt	Chybí ještě 1 kilobajt.	{0} kilobajty	Chybí ještě 3 kilobajty.	{0} kilobajtu	Chybí ještě 0,1 kilobajtu.	{0} kilobajtů	Chybí ještě 5 kilobajtů.
digital	kilobyte • ( = 8 kb)	inanimate	Jeden kilobajt stál 135 Kč.	accusative	{0} kilobajt	Naměřili jsme 1 kilobajt.	{0} kilobajty	Naměřili jsme 3 kilobajty.	{0} kilobajtu	Naměřili jsme 0,1 kilobajtu.	{0} kilobajtů	Naměřili jsme 5 kilobajtů.
digital	kilobyte • ( = 8 kb)	inanimate	Jeden kilobajt stál 135 Kč.	genitive	{0} kilobajtu	Bez 1 kilobajtu se obejdeme.	{0} kilobajtů	Bez 3 kilobajtů se obejdeme.	{0} kilobajtu	Bez 0,1 kilobajtu se obejdeme.	{0} kilobajtů	Bez 5 kilobajtů se obejdeme.
digital	kilobyte • ( = 8 kb)	inanimate	Jeden kilobajt stál 135 Kč.	locative	{0} kilobajtu	Po 1 kilobajtu se zastavil.	{0} kilobajtech	Po 3 kilobajtech se zastavil.	{0} kilobajtu	Po 0,1 kilobajtu se zastavil.	{0} kilobajtech	Po 5 kilobajtech se zastavil.
digital	kilobyte • ( = 8 kb)	inanimate	Jeden kilobajt stál 135 Kč.	dative	{0} kilobajtu	Díky 1 kilobajtu navíc to mohl stihnout.	{0} kilobajtům	Díky 3 kilobajtům navíc to mohl stihnout.	{0} kilobajtu	Díky 0,1 kilobajtu navíc to mohl stihnout.	{0} kilobajtům	Díky 5 kilobajtům navíc to mohl stihnout.
digital	kilobyte • ( = 8 kb)	inanimate	Jeden kilobajt stál 135 Kč.	instrumental	{0} kilobajtem	Spokojíme se s 1 kilobajtem.	{0} kilobajty	Spokojíme se s 3 kilobajty.	{0} kilobajtu	Spokojíme se s 0,1 kilobajtu.	{0} kilobajty	Spokojíme se s 5 kilobajty.
digital	megabits	inanimate	Jeden megabit stál 135 Kč.	nominative	{0} megabit	Chybí ještě 1 megabit.	{0} megabity	Chybí ještě 3 megabity.	{0} megabitu	Chybí ještě 0,1 megabitu.	{0} megabitů	Chybí ještě 5 megabitů.
digital	megabits	inanimate	Jeden megabit stál 135 Kč.	accusative	{0} megabit	Naměřili jsme 1 megabit.	{0} megabity	Naměřili jsme 3 megabity.	{0} megabitu	Naměřili jsme 0,1 megabitu.	{0} megabitů	Naměřili jsme 5 megabitů.
digital	megabits	inanimate	Jeden megabit stál 135 Kč.	genitive	{0} megabitu	Bez 1 megabitu se obejdeme.	{0} megabitů	Bez 3 megabitů se obejdeme.	{0} megabitu	Bez 0,1 megabitu se obejdeme.	{0} megabitů	Bez 5 megabitů se obejdeme.
digital	megabits	inanimate	Jeden megabit stál 135 Kč.	locative	{0} megabitu	Po 1 megabitu se zastavil.	{0} megabitech	Po 3 megabitech se zastavil.	{0} megabitu	Po 0,1 megabitu se zastavil.	{0} megabitech	Po 5 megabitech se zastavil.
digital	megabits	inanimate	Jeden megabit stál 135 Kč.	dative	{0} megabitu	Díky 1 megabitu navíc to mohl stihnout.	{0} megabitům	Díky 3 megabitům navíc to mohl stihnout.	{0} megabitu	Díky 0,1 megabitu navíc to mohl stihnout.	{0} megabitům	Díky 5 megabitům navíc to mohl stihnout.
digital	megabits	inanimate	Jeden megabit stál 135 Kč.	instrumental	{0} megabitem	Spokojíme se s 1 megabitem.	{0} megabity	Spokojíme se s 3 megabity.	{0} megabitu	Spokojíme se s 0,1 megabitu.	{0} megabity	Spokojíme se s 5 megabity.
digital	megabyte • ( = 8 Mb)	inanimate	Jeden megabajt stál 135 Kč.	nominative	{0} megabajt	Chybí ještě 1 megabajt.	{0} megabajty	Chybí ještě 3 megabajty.	{0} megabajtu	Chybí ještě 0,1 megabajtu.	{0} megabajtů	Chybí ještě 5 megabajtů.
digital	megabyte • ( = 8 Mb)	inanimate	Jeden megabajt stál 135 Kč.	accusative	{0} megabajt	Naměřili jsme 1 megabajt.	{0} megabajty	Naměřili jsme 3 megabajty.	{0} megabajtu	Naměřili jsme 0,1 megabajtu.	{0} megabajtů	Naměřili jsme 5 megabajtů.
digital	megabyte • ( = 8 Mb)	inanimate	Jeden megabajt stál 135 Kč.	genitive	{0} megabajtu	Bez 1 megabajtu se obejdeme.	{0} megabajtů	Bez 3 megabajtů se obejdeme.	{0} megabajtu	Bez 0,1 megabajtu se obejdeme.	{0} megabajtů	Bez 5 megabajtů se obejdeme.
digital	megabyte • ( = 8 Mb)	inanimate	Jeden megabajt stál 135 Kč.	locative	{0} megabajtu	Po 1 megabajtu se zastavil.	{0} megabajtech	Po 3 megabajtech se zastavil.	{0} megabajtu	Po 0,1 megabajtu se zastavil.	{0} megabajtech	Po 5 megabajtech se zastavil.
digital	megabyte • ( = 8 Mb)	inanimate	Jeden megabajt stál 135 Kč.	dative	{0} megabajtu	Díky 1 megabajtu navíc to mohl stihnout.	{0} megabajtům	Díky 3 megabajtům navíc to mohl stihnout.	{0} megabajtu	Díky 0,1 megabajtu navíc to mohl stihnout.	{0} megabajtům	Díky 5 megabajtům navíc to mohl stihnout.
digital	megabyte • ( = 8 Mb)	inanimate	Jeden megabajt stál 135 Kč.	instrumental	{0} megabajtem	Spokojíme se s 1 megabajtem.	{0} megabajty	Spokojíme se s 3 megabajty.	{0} megabajtu	Spokojíme se s 0,1 megabajtu.	{0} megabajty	Spokojíme se s 5 megabajty.
digital	gigabits	inanimate	Jeden gigabit stál 135 Kč.	nominative	{0} gigabit	Chybí ještě 1 gigabit.	{0} gigabity	Chybí ještě 3 gigabity.	{0} gigabitu	Chybí ještě 0,1 gigabitu.	{0} gigabitů	Chybí ještě 5 gigabitů.
digital	gigabits	inanimate	Jeden gigabit stál 135 Kč.	accusative	{0} gigabit	Naměřili jsme 1 gigabit.	{0} gigabity	Naměřili jsme 3 gigabity.	{0} gigabitu	Naměřili jsme 0,1 gigabitu.	{0} gigabitů	Naměřili jsme 5 gigabitů.
digital	gigabits	inanimate	Jeden gigabit stál 135 Kč.	genitive	{0} gigabitu	Bez 1 gigabitu se obejdeme.	{0} gigabitů	Bez 3 gigabitů se obejdeme.	{0} gigabitu	Bez 0,1 gigabitu se obejdeme.	{0} gigabitů	Bez 5 gigabitů se obejdeme.
digital	gigabits	inanimate	Jeden gigabit stál 135 Kč.	locative	{0} gigabitu	Po 1 gigabitu se zastavil.	{0} gigabitech	Po 3 gigabitech se zastavil.	{0} gigabitu	Po 0,1 gigabitu se zastavil.	{0} gigabitech	Po 5 gigabitech se zastavil.
digital	gigabits	inanimate	Jeden gigabit stál 135 Kč.	dative	{0} gigabitu	Díky 1 gigabitu navíc to mohl stihnout.	{0} gigabitům	Díky 3 gigabitům navíc to mohl stihnout.	{0} gigabitu	Díky 0,1 gigabitu navíc to mohl stihnout.	{0} gigabitům	Díky 5 gigabitům navíc to mohl stihnout.
digital	gigabits	inanimate	Jeden gigabit stál 135 Kč.	instrumental	{0} gigabitem	Spokojíme se s 1 gigabitem.	{0} gigabity	Spokojíme se s 3 gigabity.	{0} gigabitu	Spokojíme se s 0,1 gigabitu.	{0} gigabity	Spokojíme se s 5 gigabity.
digital	gigabyte • ( = 8 Gb)	inanimate	Jeden gigabajt stál 135 Kč.	nominative	{0} gigabajt	Chybí ještě 1 gigabajt.	{0} gigabajty	Chybí ještě 3 gigabajty.	{0} gigabajtu	Chybí ještě 0,1 gigabajtu.	{0} gigabajtů	Chybí ještě 5 gigabajtů.
digital	gigabyte • ( = 8 Gb)	inanimate	Jeden gigabajt stál 135 Kč.	accusative	{0} gigabajt	Naměřili jsme 1 gigabajt.	{0} gigabajty	Naměřili jsme 3 gigabajty.	{0} gigabajtu	Naměřili jsme 0,1 gigabajtu.	{0} gigabajtů	Naměřili jsme 5 gigabajtů.
digital	gigabyte • ( = 8 Gb)	inanimate	Jeden gigabajt stál 135 Kč.	genitive	{0} gigabajtu	Bez 1 gigabajtu se obejdeme.	{0} gigabajtů	Bez 3 gigabajtů se obejdeme.	{0} gigabajtu	Bez 0,1 gigabajtu se obejdeme.	{0} gigabajtů	Bez 5 gigabajtů se obejdeme.
digital	gigabyte • ( = 8 Gb)	inanimate	Jeden gigabajt stál 135 Kč.	locative	{0} gigabajtu	Po 1 gigabajtu se zastavil.	{0} gigabajtech	Po 3 gigabajtech se zastavil.	{0} gigabajtu	Po 0,1 gigabajtu se zastavil.	{0} gigabajtech	Po 5 gigabajtech se zastavil.
digital	gigabyte • ( = 8 Gb)	inanimate	Jeden gigabajt stál 135 Kč.	dative	{0} gigabajtu	Díky 1 gigabajtu navíc to mohl stihnout.	{0} gigabajtům	Díky 3 gigabajtům navíc to mohl stihnout.	{0} gigabajtu	Díky 0,1 gigabajtu navíc to mohl stihnout.	{0} gigabajtům	Díky 5 gigabajtům navíc to mohl stihnout.
digital	gigabyte • ( = 8 Gb)	inanimate	Jeden gigabajt stál 135 Kč.	instrumental	{0} gigabajtem	Spokojíme se s 1 gigabajtem.	{0} gigabajty	Spokojíme se s 3 gigabajty.	{0} gigabajtu	Spokojíme se s 0,1 gigabajtu.	{0} gigabajty	Spokojíme se s 5 gigabajty.
digital	terabits	inanimate	Jeden terabit stál 135 Kč.	nominative	{0} terabit	Chybí ještě 1 terabit.	{0} terabity	Chybí ještě 3 terabity.	{0} terabitu	Chybí ještě 0,1 terabitu.	{0} terabitů	Chybí ještě 5 terabitů.
digital	terabits	inanimate	Jeden terabit stál 135 Kč.	accusative	{0} terabit	Naměřili jsme 1 terabit.	{0} terabity	Naměřili jsme 3 terabity.	{0} terabitu	Naměřili jsme 0,1 terabitu.	{0} terabitů	Naměřili jsme 5 terabitů.
digital	terabits	inanimate	Jeden terabit stál 135 Kč.	genitive	{0} terabitu	Bez 1 terabitu se obejdeme.	{0} terabitů	Bez 3 terabitů se obejdeme.	{0} terabitu	Bez 0,1 terabitu se obejdeme.	{0} terabitů	Bez 5 terabitů se obejdeme.
digital	terabits	inanimate	Jeden terabit stál 135 Kč.	locative	{0} terabitu	Po 1 terabitu se zastavil.	{0} terabitech	Po 3 terabitech se zastavil.	{0} terabitu	Po 0,1 terabitu se zastavil.	{0} terabitech	Po 5 terabitech se zastavil.
digital	terabits	inanimate	Jeden terabit stál 135 Kč.	dative	{0} terabitu	Díky 1 terabitu navíc to mohl stihnout.	{0} terabitům	Díky 3 terabitům navíc to mohl stihnout.	{0} terabitu	Díky 0,1 terabitu navíc to mohl stihnout.	{0} terabitům	Díky 5 terabitům navíc to mohl stihnout.
digital	terabits	inanimate	Jeden terabit stál 135 Kč.	instrumental	{0} terabitem	Spokojíme se s 1 terabitem.	{0} terabity	Spokojíme se s 3 terabity.	{0} terabitu	Spokojíme se s 0,1 terabitu.	{0} terabity	Spokojíme se s 5 terabity.
digital	terabyte • ( = 8 Tb)	inanimate	Jeden terabajt stál 135 Kč.	nominative	{0} terabajt	Chybí ještě 1 terabajt.	{0} terabajty	Chybí ještě 3 terabajty.	{0} terabajtu	Chybí ještě 0,1 terabajtu.	{0} terabajtů	Chybí ještě 5 terabajtů.
