# Grammatical Features
#Locale	ID	Feature	Usage	Values
Latvian	lv	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative
Latvian	lv	grammaticalCase	units	nominative, accusative, genitive, locative, dative
Latvian	lv	grammaticalGender	general	masculine, feminine

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	zero	{0} diennakšu	<div class='cldr_example'><span class='cldr_substituted'>10</span> diennakšu</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> diennakšu</div>
Plural	one	{0} diennakts	<div class='cldr_example'><span class='cldr_substituted'>1</span> diennakts</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> diennakts</div>
Plural	other	{0} diennaktis	<div class='cldr_example'><span class='cldr_substituted'>2</span> diennaktis</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1</span> diennaktis</div>
Case (for measurement units)	nominative	pagājusi {0}	<div class='cldr_example'>pagājusi <span class='cldr_substituted'>1 megapikselis</span></div><div class='cldr_example'>❌  pagājusi <span class='cldr_substituted'>1 megapikseli</span></div>
Case (for measurement units)	accusative	palikt {0}	<div class='cldr_example'>palikt <span class='cldr_substituted'>1 megapikseli</span></div><div class='cldr_example'>❌  palikt <span class='cldr_substituted'>1 megapikselim</span></div>
Case (for measurement units)	genitive	{0} brauciens	<div class='cldr_example'><span class='cldr_substituted'>10 MP</span> brauciens</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1 megapikseli</span> brauciens</div>
Case (for measurement units)	locative	izdarīts {0}	<div class='cldr_example'>izdarīts <span class='cldr_substituted'>1 megapikselī</span></div><div class='cldr_example'>❌  izdarīts <span class='cldr_substituted'>1 megapikseli</span></div>
Case (for measurement units)	dative	pietiks {0}	<div class='cldr_example'>pietiks <span class='cldr_substituted'>1 megapikselim</span></div><div class='cldr_example'>❌  pietiks <span class='cldr_substituted'>1 megapikseli</span></div>
Gender (for measurement units)	masculine	viens {0}	<div class='cldr_example'>viens <span class='cldr_substituted'>mēnesis</span></div><div class='cldr_example'>❌  viens <span class='cldr_substituted'>diena</span></div>
Gender (for measurement units)	feminine	gara {0}	<div class='cldr_example'>gara <span class='cldr_substituted'>diena</span></div><div class='cldr_example'>❌  gara <span class='cldr_substituted'>mēnesis</span></div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for zero	Case MP + pattern with 10.0	Pattern for one	Case MP + pattern with 21.0	Pattern for other	Case MP + pattern with 3.0
portion	parts per billion	n/a	n/a	dative	{0} ppb	pietiks 10 ppb	{0} ppb	pietiks 21 ppb	{0} ppb	pietiks 3 ppb
portion	parts per million	feminine	gara miljonā daļa	nominative	{0} miljono daļu	pagājusi 10 miljono daļu	{0} miljonā daļa	pagājusi 21 miljonā daļa	{0} miljonās daļas	pagājusi 3 miljonās daļas
portion	parts per million	feminine	gara miljonā daļa	accusative	{0} miljono daļu	palikt 10 miljono daļu	{0} miljono daļu	palikt 21 miljono daļu	{0} miljonās daļas	palikt 3 miljonās daļas
portion	parts per million	feminine	gara miljonā daļa	genitive	{0} miljono daļu	10 miljono daļu brauciens	{0} miljonās daļas	21 miljonās daļas brauciens	{0} miljono daļu	3 miljono daļu brauciens
portion	parts per million	feminine	gara miljonā daļa	locative	{0} miljono daļu	izdarīts 10 miljono daļu	{0} miljonajā daļā	izdarīts 21 miljonajā daļā	{0} miljonajās daļās	izdarīts 3 miljonajās daļās
portion	parts per million	feminine	gara miljonā daļa	dative	{0} miljono daļu	pietiks 10 miljono daļu	{0} miljonajai daļai	pietiks 21 miljonajai daļai	{0} miljonajām daļām	pietiks 3 miljonajām daļām
portion	permyriad	feminine	gara promiriāde	nominative	{0}‱	pagājusi 10‱	{0} promiriāde	pagājusi 21 promiriāde	{0} promiriādes	pagājusi 3 promiriādes
portion	permyriad	feminine	gara promiriāde	accusative	{0}‱	palikt 10‱	{0} promiriādi	palikt 21 promiriādi	{0} promiriāžu	palikt 3 promiriāžu
portion	permyriad	feminine	gara promiriāde	genitive	{0}‱	10‱ brauciens	{0} promiriādes	21 promiriādes brauciens	{0} promiriāžu	3 promiriāžu brauciens
portion	permyriad	feminine	gara promiriāde	locative	{0}‱	izdarīts 10‱	{0} promiriādē	izdarīts 21 promiriādē	{0} promiriādēs	izdarīts 3 promiriādēs
portion	permyriad	feminine	gara promiriāde	dative	{0}‱	pietiks 10‱	{0} promiriādei	pietiks 21 promiriādei	{0} promiriādēm	pietiks 3 promiriādēm
portion	permille	feminine	gara promile	nominative	{0} promiļu	pagājusi 10 promiļu	{0} promile	pagājusi 21 promile	{0} promiles	pagājusi 3 promiles
portion	permille	feminine	gara promile	accusative	{0} promiļu	palikt 10 promiļu	{0} promili	palikt 21 promili	{0} promiļu	palikt 3 promiļu
portion	permille	feminine	gara promile	genitive	{0} promiļu	10 promiļu brauciens	{0} promiles	21 promiles brauciens	{0} promiļu	3 promiļu brauciens
portion	permille	feminine	gara promile	locative	{0} promiļu	izdarīts 10 promiļu	{0} promilē	izdarīts 21 promilē	{0} promilēs	izdarīts 3 promilēs
portion	permille	feminine	gara promile	dative	{0} promiļu	pietiks 10 promiļu	{0} promilei	pietiks 21 promilei	{0} promilēm	pietiks 3 promilēm
portion	percent	masculine	viens procents	nominative	{0} procentu	pagājusi 10 procentu	{0} procents	pagājusi 21 procents	{0} procenti	pagājusi 3 procenti
portion	percent	masculine	viens procents	accusative	{0} procentu	palikt 10 procentu	{0} procentu	palikt 21 procentu	{0} procentus	palikt 3 procentus
portion	percent	masculine	viens procents	genitive	{0} procentu	10 procentu brauciens	{0} procenta	21 procenta brauciens	{0} procentu	3 procentu brauciens
portion	percent	masculine	viens procents	locative	{0} procentu	izdarīts 10 procentu	{0} procentā	izdarīts 21 procentā	{0} procentos	izdarīts 3 procentos
portion	percent	masculine	viens procents	dative	{0} procentu	pietiks 10 procentu	{0} procentam	pietiks 21 procentam	{0} procentiem	pietiks 3 procentiem
portion	karat • ( = 4.1˙6%)	masculine	viens karāts	nominative	{0} karātu	pagājusi 10 karātu	{0} karāts	pagājusi 21 karāts	{0} karāti	pagājusi 3 karāti
portion	karat • ( = 4.1˙6%)	masculine	viens karāts	accusative	{0} karātu	palikt 10 karātu	{0} karātu	palikt 21 karātu	{0} karātus	palikt 3 karātus
portion	karat • ( = 4.1˙6%)	masculine	viens karāts	genitive	{0} karātu	10 karātu brauciens	{0} karāta	21 karāta brauciens	{0} karātu	3 karātu brauciens
portion	karat • ( = 4.1˙6%)	masculine	viens karāts	locative	{0} karātu	izdarīts 10 karātu	{0} karātā	izdarīts 21 karātā	{0} karātos	izdarīts 3 karātos
portion	karat • ( = 4.1˙6%)	masculine	viens karāts	dative	{0} karātu	pietiks 10 karātu	{0} karātam	pietiks 21 karātam	{0} karātiem	pietiks 3 karātiem
power	milliwatts	masculine	viens milivats	nominative	{0} milivatu	pagājusi 10 milivatu	{0} milivats	pagājusi 21 milivats	{0} milivati	pagājusi 3 milivati
power	milliwatts	masculine	viens milivats	accusative	{0} milivatu	palikt 10 milivatu	{0} milivatu	palikt 21 milivatu	{0} milivatus	palikt 3 milivatus
power	milliwatts	masculine	viens milivats	genitive	{0} milivatu	10 milivatu brauciens	{0} milivata	21 milivata brauciens	{0} milivatu	3 milivatu brauciens
power	milliwatts	masculine	viens milivats	locative	{0} milivatu	izdarīts 10 milivatu	{0} milivatā	izdarīts 21 milivatā	{0} milivatos	izdarīts 3 milivatos
power	milliwatts	masculine	viens milivats	dative	{0} milivatu	pietiks 10 milivatu	{0} milivatam	pietiks 21 milivatam	{0} milivatiem	pietiks 3 milivatiem
power	watts	masculine	viens vats	nominative	{0} vatu	pagājusi 10 vatu	{0} vats	pagājusi 21 vats	{0} vati	pagājusi 3 vati
power	watts	masculine	viens vats	accusative	{0} vatu	palikt 10 vatu	{0} vatu	palikt 21 vatu	{0} vatus	palikt 3 vatus
power	watts	masculine	viens vats	genitive	{0} vatu	10 vatu brauciens	{0} vata	21 vata brauciens	{0} vatu	3 vatu brauciens
power	watts	masculine	viens vats	locative	{0} vatu	izdarīts 10 vatu	{0} vatā	izdarīts 21 vatā	{0} vatos	izdarīts 3 vatos
power	watts	masculine	viens vats	dative	{0} vatu	pietiks 10 vatu	{0} vatam	pietiks 21 vatam	{0} vatiem	pietiks 3 vatiem
power	horsepower • ( = 0.74569987158227022 kW)	n/a	n/a	nominative	{0} zirgspēku	pagājusi 10 zirgspēku	{0} zirgspēks	pagājusi 21 zirgspēks	{0} zirgspēki	pagājusi 3 zirgspēki
power	horsepower • ( = 0.74569987158227022 kW)	n/a	n/a	accusative	{0} zirgspēku	palikt 10 zirgspēku	{0} zirgspēks	palikt 21 zirgspēks	{0} zirgspēki	palikt 3 zirgspēki
power	horsepower • ( = 0.74569987158227022 kW)	n/a	n/a	genitive	{0} zirgspēku	10 zirgspēku brauciens	{0} zirgspēks	21 zirgspēks brauciens	{0} zirgspēki	3 zirgspēki brauciens
power	horsepower • ( = 0.74569987158227022 kW)	n/a	n/a	locative	{0} zirgspēku	izdarīts 10 zirgspēku	{0} zirgspēks	izdarīts 21 zirgspēks	{0} zirgspēki	izdarīts 3 zirgspēki
power	horsepower • ( = 0.74569987158227022 kW)	n/a	n/a	dative	{0} zirgspēku	pietiks 10 zirgspēku	{0} zirgspēks	pietiks 21 zirgspēks	{0} zirgspēki	pietiks 3 zirgspēki
power	kilowatts	masculine	viens kilovats	nominative	{0} kilovatu	pagājusi 10 kilovatu	{0} kilovats	pagājusi 21 kilovats	{0} kilovati	pagājusi 3 kilovati
power	kilowatts	masculine	viens kilovats	accusative	{0} kilovatu	palikt 10 kilovatu	{0} kilovatu	palikt 21 kilovatu	{0} kilovatus	palikt 3 kilovatus
power	kilowatts	masculine	viens kilovats	genitive	{0} kilovatu	10 kilovatu brauciens	{0} kilovata	21 kilovata brauciens	{0} kilovatu	3 kilovatu brauciens
power	kilowatts	masculine	viens kilovats	locative	{0} kilovatu	izdarīts 10 kilovatu	{0} kilovatā	izdarīts 21 kilovatā	{0} kilovatos	izdarīts 3 kilovatos
power	kilowatts	masculine	viens kilovats	dative	{0} kilovatu	pietiks 10 kilovatu	{0} kilovatam	pietiks 21 kilovatam	{0} kilovatiem	pietiks 3 kilovatiem
power	megawatts	masculine	viens megavats	nominative	{0} megavatu	pagājusi 10 megavatu	{0} megavats	pagājusi 21 megavats	{0} megavati	pagājusi 3 megavati
power	megawatts	masculine	viens megavats	accusative	{0} megavatu	palikt 10 megavatu	{0} megavatu	palikt 21 megavatu	{0} megavatus	palikt 3 megavatus
power	megawatts	masculine	viens megavats	genitive	{0} megavatu	10 megavatu brauciens	{0} megavata	21 megavata brauciens	{0} megavatu	3 megavatu brauciens
power	megawatts	masculine	viens megavats	locative	{0} megavatu	izdarīts 10 megavatu	{0} megavatā	izdarīts 21 megavatā	{0} megavatos	izdarīts 3 megavatos
power	megawatts	masculine	viens megavats	dative	{0} megavatu	pietiks 10 megavatu	{0} megavatam	pietiks 21 megavatam	{0} megavatiem	pietiks 3 megavatiem
power	gigawatts	masculine	viens gigavats	nominative	{0} gigavatu	pagājusi 10 gigavatu	{0} gigavats	pagājusi 21 gigavats	{0} gigavati	pagājusi 3 gigavati
power	gigawatts	masculine	viens gigavats	accusative	{0} gigavatu	palikt 10 gigavatu	{0} gigavatu	palikt 21 gigavatu	{0} gigavatus	palikt 3 gigavatus
power	gigawatts	masculine	viens gigavats	genitive	{0} gigavatu	10 gigavatu brauciens	{0} gigavata	21 gigavata brauciens	{0} gigavatu	3 gigavatu brauciens
power	gigawatts	masculine	viens gigavats	locative	{0} gigavatu	izdarīts 10 gigavatu	{0} gigavatā	izdarīts 21 gigavatā	{0} gigavatos	izdarīts 3 gigavatos
power	gigawatts	masculine	viens gigavats	dative	{0} gigavatu	pietiks 10 gigavatu	{0} gigavatam	pietiks 21 gigavatam	{0} gigavatiem	pietiks 3 gigavatiem
power	solar-luminosity • ( = 382800000000000000 GW)	n/a	n/a	nominative	{0} L☉	pagājusi 10 L☉	{0} Saules starjauda	pagājusi 21 Saules starjauda	{0} Saules starjaudas	pagājusi 3 Saules starjaudas
power	solar-luminosity • ( = 382800000000000000 GW)	n/a	n/a	accusative	{0} L☉	palikt 10 L☉	{0} Saules starjauda	palikt 21 Saules starjauda	{0} Saules starjaudas	palikt 3 Saules starjaudas
power	solar-luminosity • ( = 382800000000000000 GW)	n/a	n/a	genitive	{0} L☉	10 L☉ brauciens	{0} Saules starjauda	21 Saules starjauda brauciens	{0} Saules starjaudas	3 Saules starjaudas brauciens
power	solar-luminosity • ( = 382800000000000000 GW)	n/a	n/a	locative	{0} L☉	izdarīts 10 L☉	{0} Saules starjauda	izdarīts 21 Saules starjauda	{0} Saules starjaudas	izdarīts 3 Saules starjaudas
power	solar-luminosity • ( = 382800000000000000 GW)	n/a	n/a	dative	{0} L☉	pietiks 10 L☉	{0} Saules starjauda	pietiks 21 Saules starjauda	{0} Saules starjaudas	pietiks 3 Saules starjaudas
pressure	pascals	masculine	viens paskāls	nominative	{0} paskālu	pagājusi 10 paskālu	{0} paskāls	pagājusi 21 paskāls	{0} paskāli	pagājusi 3 paskāli
pressure	pascals	masculine	viens paskāls	accusative	{0} paskālu	palikt 10 paskālu	{0} paskālu	palikt 21 paskālu	{0} paskālus	palikt 3 paskālus
pressure	pascals	masculine	viens paskāls	genitive	{0} paskālu	10 paskālu brauciens	{0} paskāla	21 paskāla brauciens	{0} paskālu	3 paskālu brauciens
pressure	pascals	masculine	viens paskāls	locative	{0} paskālu	izdarīts 10 paskālu	{0} paskālā	izdarīts 21 paskālā	{0} paskālos	izdarīts 3 paskālos
pressure	pascals	masculine	viens paskāls	dative	{0} paskālu	pietiks 10 paskālu	{0} paskālam	pietiks 21 paskālam	{0} paskāliem	pietiks 3 paskāliem
pressure	hectopascal • ( = 1 mbar)	masculine	viens hektopaskāls	nominative	{0} hektopaskālu	pagājusi 10 hektopaskālu	{0} hektopaskāls	pagājusi 21 hektopaskāls	{0} hektopaskāli	pagājusi 3 hektopaskāli
pressure	hectopascal • ( = 1 mbar)	masculine	viens hektopaskāls	accusative	{0} hektopaskālu	palikt 10 hektopaskālu	{0} hektopaskālu	palikt 21 hektopaskālu	{0} hektopaskālus	palikt 3 hektopaskālus
pressure	hectopascal • ( = 1 mbar)	masculine	viens hektopaskāls	genitive	{0} hektopaskālu	10 hektopaskālu brauciens	{0} hektopaskāla	21 hektopaskāla brauciens	{0} hektopaskālu	3 hektopaskālu brauciens
pressure	hectopascal • ( = 1 mbar)	masculine	viens hektopaskāls	locative	{0} hektopaskālu	izdarīts 10 hektopaskālu	{0} hektopaskālā	izdarīts 21 hektopaskālā	{0} hektopaskālos	izdarīts 3 hektopaskālos
pressure	hectopascal • ( = 1 mbar)	masculine	viens hektopaskāls	dative	{0} hektopaskālu	pietiks 10 hektopaskālu	{0} hektopaskālam	pietiks 21 hektopaskālam	{0} hektopaskāiem	pietiks 3 hektopaskāiem
pressure	millibars	masculine	viens milibārs	nominative	{0} milibāru	pagājusi 10 milibāru	{0} milibārs	pagājusi 21 milibārs	{0} milibāri	pagājusi 3 milibāri
pressure	millibars	masculine	viens milibārs	accusative	{0} milibāru	palikt 10 milibāru	{0} milibāru	palikt 21 milibāru	{0} milibārus	palikt 3 milibārus
pressure	millibars	masculine	viens milibārs	genitive	{0} milibāru	10 milibāru brauciens	{0} milibāra	21 milibāra brauciens	{0} milibāru	3 milibāru brauciens
pressure	millibars	masculine	viens milibārs	locative	{0} milibāru	izdarīts 10 milibāru	{0} milibārā	izdarīts 21 milibārā	{0} milibāros	izdarīts 3 milibāros
pressure	millibars	masculine	viens milibārs	dative	{0} milibāru	pietiks 10 milibāru	{0} milibāram	pietiks 21 milibāram	{0} milibāriem	pietiks 3 milibāriem
pressure	kilopascals	masculine	viens kilopaskāls	nominative	{0} kPa	pagājusi 10 kPa	{0} kilopaskāls	pagājusi 21 kilopaskāls	{0} kilopaskāli	pagājusi 3 kilopaskāli
pressure	kilopascals	masculine	viens kilopaskāls	accusative	{0} kPa	palikt 10 kPa	{0} kilopaskālu	palikt 21 kilopaskālu	{0} kilopaskālus	palikt 3 kilopaskālus
pressure	kilopascals	masculine	viens kilopaskāls	genitive	{0} kPa	10 kPa brauciens	{0} kilopaskāla	21 kilopaskāla brauciens	{0} kilopaskālu	3 kilopaskālu brauciens
pressure	kilopascals	masculine	viens kilopaskāls	locative	{0} kPa	izdarīts 10 kPa	{0} kilopaskālā	izdarīts 21 kilopaskālā	{0} kilopaskālos	izdarīts 3 kilopaskālos
pressure	kilopascals	masculine	viens kilopaskāls	dative	{0} kPa	pietiks 10 kPa	{0} kilopaskālam	pietiks 21 kilopaskālam	{0} kilopaskāliem	pietiks 3 kilopaskāliem
pressure	inch-ofhg • ( = 3386.388640341 kilogram-meters per square meter-square second)	n/a	n/a	nominative	{0} dzīvsudraba stabiņa collu	pagājusi 10 dzīvsudraba stabiņa collu	{0} dzīvsudraba stabiņa colla	pagājusi 21 dzīvsudraba stabiņa colla	{0} dzīvsudraba stabiņa collas	pagājusi 3 dzīvsudraba stabiņa collas
pressure	inch-ofhg • ( = 3386.388640341 kilogram-meters per square meter-square second)	n/a	n/a	accusative	{0} dzīvsudraba stabiņa collu	palikt 10 dzīvsudraba stabiņa collu	{0} dzīvsudraba stabiņa colla	palikt 21 dzīvsudraba stabiņa colla	{0} dzīvsudraba stabiņa collas	palikt 3 dzīvsudraba stabiņa collas
pressure	inch-ofhg • ( = 3386.388640341 kilogram-meters per square meter-square second)	n/a	n/a	genitive	{0} dzīvsudraba stabiņa collu	10 dzīvsudraba stabiņa collu brauciens	{0} dzīvsudraba stabiņa colla	21 dzīvsudraba stabiņa colla brauciens	{0} dzīvsudraba stabiņa collas	3 dzīvsudraba stabiņa collas brauciens
pressure	inch-ofhg • ( = 3386.388640341 kilogram-meters per square meter-square second)	n/a	n/a	locative	{0} dzīvsudraba stabiņa collu	izdarīts 10 dzīvsudraba stabiņa collu	{0} dzīvsudraba stabiņa colla	izdarīts 21 dzīvsudraba stabiņa colla	{0} dzīvsudraba stabiņa collas	izdarīts 3 dzīvsudraba stabiņa collas
pressure	inch-ofhg • ( = 3386.388640341 kilogram-meters per square meter-square second)	n/a	n/a	dative	{0} dzīvsudraba stabiņa collu	pietiks 10 dzīvsudraba stabiņa collu	{0} dzīvsudraba stabiņa colla	pietiks 21 dzīvsudraba stabiņa colla	{0} dzīvsudraba stabiņa collas	pietiks 3 dzīvsudraba stabiņa collas
pressure	pound-force-per-square-inch • ( = ~6894.757293168361 kilogram-meters per square meter-square second)	n/a	n/a	nominative	{0} mārciņu uz kvadrātcollu	pagājusi 10 mārciņu uz kvadrātcollu	{0} mārciņa uz kvadrātcollu	pagājusi 21 mārciņa uz kvadrātcollu	{0} mārciņas uz kvadrātcollu	pagājusi 3 mārciņas uz kvadrātcollu
pressure	pound-force-per-square-inch • ( = ~6894.757293168361 kilogram-meters per square meter-square second)	n/a	n/a	accusative	{0} mārciņu uz kvadrātcollu	palikt 10 mārciņu uz kvadrātcollu	{0} mārciņa uz kvadrātcollu	palikt 21 mārciņa uz kvadrātcollu	{0} mārciņas uz kvadrātcollu	palikt 3 mārciņas uz kvadrātcollu
pressure	pound-force-per-square-inch • ( = ~6894.757293168361 kilogram-meters per square meter-square second)	n/a	n/a	genitive	{0} mārciņu uz kvadrātcollu	10 mārciņu uz kvadrātcollu brauciens	{0} mārciņa uz kvadrātcollu	21 mārciņa uz kvadrātcollu brauciens	{0} mārciņas uz kvadrātcollu	3 mārciņas uz kvadrātcollu brauciens
pressure	pound-force-per-square-inch • ( = ~6894.757293168361 kilogram-meters per square meter-square second)	n/a	n/a	locative	{0} mārciņu uz kvadrātcollu	izdarīts 10 mārciņu uz kvadrātcollu	{0} mārciņa uz kvadrātcollu	izdarīts 21 mārciņa uz kvadrātcollu	{0} mārciņas uz kvadrātcollu	izdarīts 3 mārciņas uz kvadrātcollu
pressure	pound-force-per-square-inch • ( = ~6894.757293168361 kilogram-meters per square meter-square second)	n/a	n/a	dative	{0} mārciņu uz kvadrātcollu	pietiks 10 mārciņu uz kvadrātcollu	{0} mārciņa uz kvadrātcollu	pietiks 21 mārciņa uz kvadrātcollu	{0} mārciņas uz kvadrātcollu	pietiks 3 mārciņas uz kvadrātcollu
pressure	bars	masculine	viens bārs	nominative	{0} bāru	pagājusi 10 bāru	{0} bārs	pagājusi 21 bārs	{0} bāri	pagājusi 3 bāri
pressure	bars	masculine	viens bārs	accusative	{0} bāru	palikt 10 bāru	{0} bāru	palikt 21 bāru	{0} bārus	palikt 3 bārus
pressure	bars	masculine	viens bārs	genitive	{0} bāru	10 bāru brauciens	{0} bāra	21 bāra brauciens	{0} bāru	3 bāru brauciens
pressure	bars	masculine	viens bārs	locative	{0} bāru	izdarīts 10 bāru	{0} bārā	izdarīts 21 bārā	{0} bāros	izdarīts 3 bāros
pressure	bars	masculine	viens bārs	dative	{0} bāru	pietiks 10 bāru	{0} bāram	pietiks 21 bāram	{0} bāriem	pietiks 3 bāriem
pressure	atmosphere • ( = 1.01325 bar)	feminine	gara atmosfēra	nominative	{0} atmosfēras	pagājusi 10 atmosfēras	{0} atmosfēra	pagājusi 21 atmosfēra	{0} atmosfēras	pagājusi 3 atmosfēras
pressure	atmosphere • ( = 1.01325 bar)	feminine	gara atmosfēra	accusative	{0} atmosfēras	palikt 10 atmosfēras	{0} atmosfēru	palikt 21 atmosfēru	{0} atmosfēras	palikt 3 atmosfēras
pressure	atmosphere • ( = 1.01325 bar)	feminine	gara atmosfēra	genitive	{0} atmosfēras	10 atmosfēras brauciens	{0} atmosfēras	21 atmosfēras brauciens	{0} atmosfēru	3 atmosfēru brauciens
pressure	atmosphere • ( = 1.01325 bar)	feminine	gara atmosfēra	locative	{0} atmosfēras	izdarīts 10 atmosfēras	{0} atmosfērā	izdarīts 21 atmosfērā	{0} atmosfērās	izdarīts 3 atmosfērās
pressure	atmosphere • ( = 1.01325 bar)	feminine	gara atmosfēra	dative	{0} atmosfēras	pietiks 10 atmosfēras	{0} atmosfērai	pietiks 21 atmosfērai	{0} atmosfēras	pietiks 3 atmosfēras
pressure	megapascals	masculine	viens megapaskāls	nominative	{0} megapaskālu	pagājusi 10 megapaskālu	{0} megapaskāls	pagājusi 21 megapaskāls	{0} megapaskāli	pagājusi 3 megapaskāli
pressure	megapascals	masculine	viens megapaskāls	accusative	{0} megapaskālu	palikt 10 megapaskālu	{0} megapaskālu	palikt 21 megapaskālu	{0} megapaskālus	palikt 3 megapaskālus
pressure	megapascals	masculine	viens megapaskāls	genitive	{0} megapaskālu	10 megapaskālu brauciens	{0} megapaskāla	21 megapaskāla brauciens	{0} megapaskālu	3 megapaskālu brauciens
pressure	megapascals	masculine	viens megapaskāls	locative	{0} megapaskālu	izdarīts 10 megapaskālu	{0} megapaskālā	izdarīts 21 megapaskālā	{0} megapaskālos	izdarīts 3 megapaskālos
pressure	megapascals	masculine	viens megapaskāls	dative	{0} megapaskālu	pietiks 10 megapaskālu	{0} megapaskālam	pietiks 21 megapaskālam	{0} megapaskāliem	pietiks 3 megapaskāliem
resolution	dot-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	nominative	{0} ppi	pagājusi 10 ppi	{0} punkts collā	pagājusi 21 punkts collā	{0} punkti collā	pagājusi 3 punkti collā
resolution	dot-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	accusative	{0} ppi	palikt 10 ppi	{0} punkts collā	palikt 21 punkts collā	{0} punkti collā	palikt 3 punkti collā
resolution	dot-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	genitive	{0} ppi	10 ppi brauciens	{0} punkts collā	21 punkts collā brauciens	{0} punkti collā	3 punkti collā brauciens
resolution	dot-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	locative	{0} ppi	izdarīts 10 ppi	{0} punkts collā	izdarīts 21 punkts collā	{0} punkti collā	izdarīts 3 punkti collā
resolution	dot-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	dative	{0} ppi	pietiks 10 ppi	{0} punkts collā	pietiks 21 punkts collā	{0} punkti collā	pietiks 3 punkti collā
resolution	pixel-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	nominative	{0} ppi	pagājusi 10 ppi	{0} pikselis collā	pagājusi 21 pikselis collā	{0} pikseļi collā	pagājusi 3 pikseļi collā
resolution	pixel-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	accusative	{0} ppi	palikt 10 ppi	{0} pikselis collā	palikt 21 pikselis collā	{0} pikseļi collā	palikt 3 pikseļi collā
resolution	pixel-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	genitive	{0} ppi	10 ppi brauciens	{0} pikselis collā	21 pikselis collā brauciens	{0} pikseļi collā	3 pikseļi collā brauciens
resolution	pixel-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	locative	{0} ppi	izdarīts 10 ppi	{0} pikselis collā	izdarīts 21 pikselis collā	{0} pikseļi collā	izdarīts 3 pikseļi collā
resolution	pixel-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	dative	{0} ppi	pietiks 10 ppi	{0} pikselis collā	pietiks 21 pikselis collā	{0} pikseļi collā	pietiks 3 pikseļi collā
resolution	pixel-per-centimeter • ( = 1 dpcm)	masculine	viens pikselis centimetrā	nominative	{0} ppcm	pagājusi 10 ppcm	{0} pikselis centimetrā	pagājusi 21 pikselis centimetrā	{0} pikseļi centimetrā	pagājusi 3 pikseļi centimetrā
resolution	pixel-per-centimeter • ( = 1 dpcm)	masculine	viens pikselis centimetrā	accusative	{0} ppcm	palikt 10 ppcm	{0} pikseli centimetrā	palikt 21 pikseli centimetrā	{0} pikseļus centimetrā	palikt 3 pikseļus centimetrā
resolution	pixel-per-centimeter • ( = 1 dpcm)	masculine	viens pikselis centimetrā	genitive	{0} ppcm	10 ppcm brauciens	{0} pikseļa centimetrā	21 pikseļa centimetrā brauciens	{0} pikseļu centimetrā	3 pikseļu centimetrā brauciens
resolution	pixel-per-centimeter • ( = 1 dpcm)	masculine	viens pikselis centimetrā	locative	{0} ppcm	izdarīts 10 ppcm	{0} pikselī centimetrā	izdarīts 21 pikselī centimetrā	{0} pikseļos centimetrā	izdarīts 3 pikseļos centimetrā
resolution	pixel-per-centimeter • ( = 1 dpcm)	masculine	viens pikselis centimetrā	dative	{0} ppcm	pietiks 10 ppcm	{0} pikselim centimetrā	pietiks 21 pikselim centimetrā	{0} pikseļiem centimetrā	pietiks 3 pikseļiem centimetrā
speed	kilometer-per-hour • ( = 0.2˙7 m/s)	masculine	viens kilometrs stundā	nominative	{0} kilometru stundā	pagājusi 10 kilometru stundā	{0} kilometrs stundā	pagājusi 21 kilometrs stundā	{0} kilometri stundā	pagājusi 3 kilometri stundā
speed	kilometer-per-hour • ( = 0.2˙7 m/s)	masculine	viens kilometrs stundā	accusative	{0} kilometru stundā	palikt 10 kilometru stundā	{0} kilometru stundā	palikt 21 kilometru stundā	{0} kilometrus stundā	palikt 3 kilometrus stundā
speed	kilometer-per-hour • ( = 0.2˙7 m/s)	masculine	viens kilometrs stundā	genitive	{0} kilometru stundā	10 kilometru stundā brauciens	{0} kilometra stundā	21 kilometra stundā brauciens	{0} kilometru stundā	3 kilometru stundā brauciens
speed	kilometer-per-hour • ( = 0.2˙7 m/s)	masculine	viens kilometrs stundā	locative	{0} kilometru stundā	izdarīts 10 kilometru stundā	{0} kilometrā stundā	izdarīts 21 kilometrā stundā	{0} kilometros stundā	izdarīts 3 kilometros stundā
