# Grammatical Features
#Locale	ID	Feature	Usage	Values
Punjabi	pa	grammaticalCase	general	nominative, oblique
Punjabi	pa	grammaticalGender	general	masculine, feminine

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} ਘੰਟਾ	<div class='cldr_example'><span class='cldr_substituted'>1</span> ਘੰਟਾ</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> ਘੰਟਾ</div>
Plural	other	{0} ਘੰਟੇ	<div class='cldr_example'><span class='cldr_substituted'>2</span> ਘੰਟੇ</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1</span> ਘੰਟੇ</div>
Case (for measurement units)	nominative	ਅਧਿਆਪਕ ਨੇ {0} ਪੜ੍ਹਾਇਆ	<div class='cldr_example'>ਅਧਿਆਪਕ ਨੇ <span class='cldr_substituted'>1 ਘੰਟਾ</span> ਪੜ੍ਹਾਇਆ</div><div class='cldr_example'>❌  ਅਧਿਆਪਕ ਨੇ <span class='cldr_substituted'>2 ਘੰਟਿਆਂ</span> ਪੜ੍ਹਾਇਆ</div>
Case (for measurement units)	oblique	ਅਧਿਆਪਕ ਨੇ {0} ਤੱਕ ਪੜ੍ਹਾਇਆ	<div class='cldr_example'>ਅਧਿਆਪਕ ਨੇ <span class='cldr_substituted'>2 ਘੰਟਿਆਂ</span> ਤੱਕ ਪੜ੍ਹਾਇਆ</div><div class='cldr_example'>❌  ਅਧਿਆਪਕ ਨੇ <span class='cldr_substituted'>1 ਘੰਟਾ</span> ਤੱਕ ਪੜ੍ਹਾਇਆ</div>
Gender (for measurement units)	masculine	ਇਹ ਕਿੰਨੇ {0} ਦਾ ਹੈ	<div class='cldr_example'>ਇਹ ਕਿੰਨੇ <span class='cldr_substituted'>ਦਿਨ</span> ਦਾ ਹੈ</div><div class='cldr_example'>❌  ਇਹ ਕਿੰਨੇ <span class='cldr_substituted'>ਵਾਟ</span> ਦਾ ਹੈ</div>
Gender (for measurement units)	feminine	ਇਹ ਕਿੰਨੀ {0} ਦਾ ਹੈ	<div class='cldr_example'>ਇਹ ਕਿੰਨੀ <span class='cldr_substituted'>ਵਾਟ</span> ਦਾ ਹੈ</div><div class='cldr_example'>❌  ਇਹ ਕਿੰਨੀ <span class='cldr_substituted'>ਦਿਨ</span> ਦਾ ਹੈ</div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 1.0	Pattern for other	Case MP + pattern with 3.0
power	milliwatts	masculine	ਇਹ ਕਿੰਨੇ ਮਿਲੀਵਾਟ ਦਾ ਹੈ	oblique	{0} ਮਿਲੀਵਾਟ	ਅਧਿਆਪਕ ਨੇ 1 ਮਿਲੀਵਾਟ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਮਿਲੀਵਾਟ	ਅਧਿਆਪਕ ਨੇ 3 ਮਿਲੀਵਾਟ ਤੱਕ ਪੜ੍ਹਾਇਆ
power	watts	feminine	ਇਹ ਕਿੰਨੀ ਵਾਟ ਦਾ ਹੈ	nominative	{0} ਵਾਟ	ਅਧਿਆਪਕ ਨੇ 1 ਵਾਟ ਪੜ੍ਹਾਇਆ	{0} ਵਾਟ	ਅਧਿਆਪਕ ਨੇ 3 ਵਾਟ ਪੜ੍ਹਾਇਆ
power	watts	feminine	ਇਹ ਕਿੰਨੀ ਵਾਟ ਦਾ ਹੈ	oblique	{0} ਵਾਟ	ਅਧਿਆਪਕ ਨੇ 1 ਵਾਟ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਵਾਟ	ਅਧਿਆਪਕ ਨੇ 3 ਵਾਟ ਤੱਕ ਪੜ੍ਹਾਇਆ
power	horsepower • ( = 0.74569987158227022 kW)	n/a	n/a	nominative	{0} ਹੌਰਸਪਾਵਰ	ਅਧਿਆਪਕ ਨੇ 1 ਹੌਰਸਪਾਵਰ ਪੜ੍ਹਾਇਆ	{0} ਹੌਰਸਪਾਵਰ	ਅਧਿਆਪਕ ਨੇ 3 ਹੌਰਸਪਾਵਰ ਪੜ੍ਹਾਇਆ
power	horsepower • ( = 0.74569987158227022 kW)	n/a	n/a	oblique	{0} ਹੌਰਸਪਾਵਰ	ਅਧਿਆਪਕ ਨੇ 1 ਹੌਰਸਪਾਵਰ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਹੌਰਸਪਾਵਰ	ਅਧਿਆਪਕ ਨੇ 3 ਹੌਰਸਪਾਵਰ ਤੱਕ ਪੜ੍ਹਾਇਆ
power	kilowatts	masculine	ਇਹ ਕਿੰਨੇ ਕਿਲੋਵਾਟ ਦਾ ਹੈ	nominative	{0} ਕਿਲੋਵਾਟ	ਅਧਿਆਪਕ ਨੇ 1 ਕਿਲੋਵਾਟ ਪੜ੍ਹਾਇਆ	{0} ਕਿਲੋਵਾਟ	ਅਧਿਆਪਕ ਨੇ 3 ਕਿਲੋਵਾਟ ਪੜ੍ਹਾਇਆ
power	kilowatts	masculine	ਇਹ ਕਿੰਨੇ ਕਿਲੋਵਾਟ ਦਾ ਹੈ	oblique	{0} ਕਿਲੋਵਾਟ	ਅਧਿਆਪਕ ਨੇ 1 ਕਿਲੋਵਾਟ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਕਿਲੋਵਾਟ	ਅਧਿਆਪਕ ਨੇ 3 ਕਿਲੋਵਾਟ ਤੱਕ ਪੜ੍ਹਾਇਆ
power	megawatts	masculine	ਇਹ ਕਿੰਨੇ ਮੈਗਾਵਾਟ ਦਾ ਹੈ	nominative	{0} ਮੈਗਾਵਾਟ	ਅਧਿਆਪਕ ਨੇ 1 ਮੈਗਾਵਾਟ ਪੜ੍ਹਾਇਆ	{0} ਮੈਗਾਵਾਟ	ਅਧਿਆਪਕ ਨੇ 3 ਮੈਗਾਵਾਟ ਪੜ੍ਹਾਇਆ
power	megawatts	masculine	ਇਹ ਕਿੰਨੇ ਮੈਗਾਵਾਟ ਦਾ ਹੈ	oblique	{0} ਮੈਗਾਵਾਟ	ਅਧਿਆਪਕ ਨੇ 1 ਮੈਗਾਵਾਟ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਮੈਗਾਵਾਟ	ਅਧਿਆਪਕ ਨੇ 3 ਮੈਗਾਵਾਟ ਤੱਕ ਪੜ੍ਹਾਇਆ
power	gigawatts	masculine	ਇਹ ਕਿੰਨੇ ਗੀਗਾਵਾਟ ਦਾ ਹੈ	nominative	{0} ਗੀਗਾਵਾਟ	ਅਧਿਆਪਕ ਨੇ 1 ਗੀਗਾਵਾਟ ਪੜ੍ਹਾਇਆ	{0} ਗੀਗਾਵਾਟ	ਅਧਿਆਪਕ ਨੇ 3 ਗੀਗਾਵਾਟ ਪੜ੍ਹਾਇਆ
power	gigawatts	masculine	ਇਹ ਕਿੰਨੇ ਗੀਗਾਵਾਟ ਦਾ ਹੈ	oblique	{0} ਗੀਗਾਵਾਟ	ਅਧਿਆਪਕ ਨੇ 1 ਗੀਗਾਵਾਟ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਗੀਗਾਵਾਟ	ਅਧਿਆਪਕ ਨੇ 3 ਗੀਗਾਵਾਟ ਤੱਕ ਪੜ੍ਹਾਇਆ
power	solar-luminosity • ( = 382800000000000000 GW)	n/a	n/a	nominative	{0} ਸੋਲਰ ਲੂਮਨਾਸਿਟੀ	ਅਧਿਆਪਕ ਨੇ 1 ਸੋਲਰ ਲੂਮਨਾਸਿਟੀ ਪੜ੍ਹਾਇਆ	{0} ਸੋਲਰ ਲੂਮਨਾਸਿਟੀ	ਅਧਿਆਪਕ ਨੇ 3 ਸੋਲਰ ਲੂਮਨਾਸਿਟੀ ਪੜ੍ਹਾਇਆ
power	solar-luminosity • ( = 382800000000000000 GW)	n/a	n/a	oblique	{0} ਸੋਲਰ ਲੂਮਨਾਸਿਟੀ	ਅਧਿਆਪਕ ਨੇ 1 ਸੋਲਰ ਲੂਮਨਾਸਿਟੀ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਸੋਲਰ ਲੂਮਨਾਸਿਟੀ	ਅਧਿਆਪਕ ਨੇ 3 ਸੋਲਰ ਲੂਮਨਾਸਿਟੀ ਤੱਕ ਪੜ੍ਹਾਇਆ
pressure	pascals	masculine	ਇਹ ਕਿੰਨੇ ਪੈਸਕਲ ਦਾ ਹੈ	nominative	{0} ਪੈਸਕਲ	ਅਧਿਆਪਕ ਨੇ 1 ਪੈਸਕਲ ਪੜ੍ਹਾਇਆ	{0} ਪੈਸਕਲ	ਅਧਿਆਪਕ ਨੇ 3 ਪੈਸਕਲ ਪੜ੍ਹਾਇਆ
pressure	pascals	masculine	ਇਹ ਕਿੰਨੇ ਪੈਸਕਲ ਦਾ ਹੈ	oblique	{0} ਪੈਸਕਲ	ਅਧਿਆਪਕ ਨੇ 1 ਪੈਸਕਲ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਪੈਸਕਲ	ਅਧਿਆਪਕ ਨੇ 3 ਪੈਸਕਲ ਤੱਕ ਪੜ੍ਹਾਇਆ
pressure	hectopascal • ( = 1 mbar)	masculine	ਇਹ ਕਿੰਨੇ ਹੈਕਟੋਪਾਸਕਲ ਦਾ ਹੈ	nominative	{0} ਹੈਕਟੋਪਾਸਕਲ	ਅਧਿਆਪਕ ਨੇ 1 ਹੈਕਟੋਪਾਸਕਲ ਪੜ੍ਹਾਇਆ	{0} ਹੈਕਟੋਪਾਸਕਲ	ਅਧਿਆਪਕ ਨੇ 3 ਹੈਕਟੋਪਾਸਕਲ ਪੜ੍ਹਾਇਆ
pressure	hectopascal • ( = 1 mbar)	masculine	ਇਹ ਕਿੰਨੇ ਹੈਕਟੋਪਾਸਕਲ ਦਾ ਹੈ	oblique	{0} ਹੈਕਟੋਪਾਸਕਲ	ਅਧਿਆਪਕ ਨੇ 1 ਹੈਕਟੋਪਾਸਕਲ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਹੈਕਟੋਪਾਸਕਲ	ਅਧਿਆਪਕ ਨੇ 3 ਹੈਕਟੋਪਾਸਕਲ ਤੱਕ ਪੜ੍ਹਾਇਆ
pressure	millibars	masculine	ਇਹ ਕਿੰਨੇ ਮਿਲੀਬਾਰ ਦਾ ਹੈ	nominative	{0} ਮਿਲੀਬਾਰ	ਅਧਿਆਪਕ ਨੇ 1 ਮਿਲੀਬਾਰ ਪੜ੍ਹਾਇਆ	{0} ਮਿਲੀਬਾਰ	ਅਧਿਆਪਕ ਨੇ 3 ਮਿਲੀਬਾਰ ਪੜ੍ਹਾਇਆ
pressure	millibars	masculine	ਇਹ ਕਿੰਨੇ ਮਿਲੀਬਾਰ ਦਾ ਹੈ	oblique	{0} ਮਿਲੀਬਾਰ	ਅਧਿਆਪਕ ਨੇ 1 ਮਿਲੀਬਾਰ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਮਿਲੀਬਾਰ	ਅਧਿਆਪਕ ਨੇ 3 ਮਿਲੀਬਾਰ ਤੱਕ ਪੜ੍ਹਾਇਆ
pressure	kilopascals	masculine	ਇਹ ਕਿੰਨੇ ਕਿੱਲੋਪਾਸਕਲ ਦਾ ਹੈ	nominative	{0} ਕਿੱਲੋਪਾਸਕਲ	ਅਧਿਆਪਕ ਨੇ 1 ਕਿੱਲੋਪਾਸਕਲ ਪੜ੍ਹਾਇਆ	{0} ਕਿੱਲੋਪਾਸਕਲ	ਅਧਿਆਪਕ ਨੇ 3 ਕਿੱਲੋਪਾਸਕਲ ਪੜ੍ਹਾਇਆ
pressure	kilopascals	masculine	ਇਹ ਕਿੰਨੇ ਕਿੱਲੋਪਾਸਕਲ ਦਾ ਹੈ	oblique	{0} ਕਿੱਲੋਪਾਸਕਲ	ਅਧਿਆਪਕ ਨੇ 1 ਕਿੱਲੋਪਾਸਕਲ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਕਿੱਲੋਪਾਸਕਲ	ਅਧਿਆਪਕ ਨੇ 3 ਕਿੱਲੋਪਾਸਕਲ ਤੱਕ ਪੜ੍ਹਾਇਆ
pressure	inch-ofhg • ( = 3386.388640341 kilogram-meters per square meter-square second)	n/a	n/a	nominative	{0} ਇੰਚ ਪਾਰਾ	ਅਧਿਆਪਕ ਨੇ 1 ਇੰਚ ਪਾਰਾ ਪੜ੍ਹਾਇਆ	{0} ਇੰਚ ਪਾਰਾ	ਅਧਿਆਪਕ ਨੇ 3 ਇੰਚ ਪਾਰਾ ਪੜ੍ਹਾਇਆ
pressure	inch-ofhg • ( = 3386.388640341 kilogram-meters per square meter-square second)	n/a	n/a	oblique	{0} ਇੰਚ ਪਾਰਾ	ਅਧਿਆਪਕ ਨੇ 1 ਇੰਚ ਪਾਰਾ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਇੰਚ ਪਾਰਾ	ਅਧਿਆਪਕ ਨੇ 3 ਇੰਚ ਪਾਰਾ ਤੱਕ ਪੜ੍ਹਾਇਆ
pressure	pound-force-per-square-inch • ( = ~6894.757293168361 kilogram-meters per square meter-square second)	n/a	n/a	nominative	{0} ਪੌਂਡ ਪ੍ਰਤੀ ਵਰਗ ਇੰਚ	ਅਧਿਆਪਕ ਨੇ 1 ਪੌਂਡ ਪ੍ਰਤੀ ਵਰਗ ਇੰਚ ਪੜ੍ਹਾਇਆ	{0} ਪੌਂਡ ਪ੍ਰਤੀ ਵਰਗ ਇੰਚ	ਅਧਿਆਪਕ ਨੇ 3 ਪੌਂਡ ਪ੍ਰਤੀ ਵਰਗ ਇੰਚ ਪੜ੍ਹਾਇਆ
pressure	pound-force-per-square-inch • ( = ~6894.757293168361 kilogram-meters per square meter-square second)	n/a	n/a	oblique	{0} ਪੌਂਡ ਪ੍ਰਤੀ ਵਰਗ ਇੰਚ	ਅਧਿਆਪਕ ਨੇ 1 ਪੌਂਡ ਪ੍ਰਤੀ ਵਰਗ ਇੰਚ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਪੌਂਡ ਪ੍ਰਤੀ ਵਰਗ ਇੰਚ	ਅਧਿਆਪਕ ਨੇ 3 ਪੌਂਡ ਪ੍ਰਤੀ ਵਰਗ ਇੰਚ ਤੱਕ ਪੜ੍ਹਾਇਆ
pressure	bars	masculine	ਇਹ ਕਿੰਨੇ ਬਾਰ ਦਾ ਹੈ	nominative	{0} ਬਾਰ	ਅਧਿਆਪਕ ਨੇ 1 ਬਾਰ ਪੜ੍ਹਾਇਆ	{0} ਬਾਰ	ਅਧਿਆਪਕ ਨੇ 3 ਬਾਰ ਪੜ੍ਹਾਇਆ
pressure	bars	masculine	ਇਹ ਕਿੰਨੇ ਬਾਰ ਦਾ ਹੈ	oblique	{0} ਬਾਰ	ਅਧਿਆਪਕ ਨੇ 1 ਬਾਰ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਬਾਰ	ਅਧਿਆਪਕ ਨੇ 3 ਬਾਰ ਤੱਕ ਪੜ੍ਹਾਇਆ
pressure	atmosphere • ( = 1.01325 bar)	masculine	ਇਹ ਕਿੰਨੇ ਵਾਯੂਮੰਡਲ ਦਾ ਹੈ	nominative	{0} ਵਾਯੂਮੰਡਲ	ਅਧਿਆਪਕ ਨੇ 1 ਵਾਯੂਮੰਡਲ ਪੜ੍ਹਾਇਆ	{0} ਵਾਯੂਮੰਡਲ	ਅਧਿਆਪਕ ਨੇ 3 ਵਾਯੂਮੰਡਲ ਪੜ੍ਹਾਇਆ
pressure	atmosphere • ( = 1.01325 bar)	masculine	ਇਹ ਕਿੰਨੇ ਵਾਯੂਮੰਡਲ ਦਾ ਹੈ	oblique	{0} ਵਾਯੂਮੰਡਲ	ਅਧਿਆਪਕ ਨੇ 1 ਵਾਯੂਮੰਡਲ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਵਾਯੂਮੰਡਲ	ਅਧਿਆਪਕ ਨੇ 3 ਵਾਯੂਮੰਡਲ ਤੱਕ ਪੜ੍ਹਾਇਆ
pressure	megapascals	masculine	ਇਹ ਕਿੰਨੇ ਮੈਗਾਪਾਸਕਲ ਦਾ ਹੈ	nominative	{0} ਮੈਗਾਪਾਸਕਲ	ਅਧਿਆਪਕ ਨੇ 1 ਮੈਗਾਪਾਸਕਲ ਪੜ੍ਹਾਇਆ	{0} ਮੈਗਾਪਾਸਕਲ	ਅਧਿਆਪਕ ਨੇ 3 ਮੈਗਾਪਾਸਕਲ ਪੜ੍ਹਾਇਆ
pressure	megapascals	masculine	ਇਹ ਕਿੰਨੇ ਮੈਗਾਪਾਸਕਲ ਦਾ ਹੈ	oblique	{0} ਮੈਗਾਪਾਸਕਲ	ਅਧਿਆਪਕ ਨੇ 1 ਮੈਗਾਪਾਸਕਲ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਮੈਗਾਪਾਸਕਲ	ਅਧਿਆਪਕ ਨੇ 3 ਮੈਗਾਪਾਸਕਲ ਤੱਕ ਪੜ੍ਹਾਇਆ
resolution	dot-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	nominative	{0} ਡਾਟ ਪ੍ਰਤੀ ਇੰਚ	ਅਧਿਆਪਕ ਨੇ 1 ਡਾਟ ਪ੍ਰਤੀ ਇੰਚ ਪੜ੍ਹਾਇਆ	{0} ਡਾਟਸ ਪ੍ਰਤੀ ਇੰਚ	ਅਧਿਆਪਕ ਨੇ 3 ਡਾਟਸ ਪ੍ਰਤੀ ਇੰਚ ਪੜ੍ਹਾਇਆ
resolution	dot-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	oblique	{0} ਡਾਟ ਪ੍ਰਤੀ ਇੰਚ	ਅਧਿਆਪਕ ਨੇ 1 ਡਾਟ ਪ੍ਰਤੀ ਇੰਚ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਡਾਟਸ ਪ੍ਰਤੀ ਇੰਚ	ਅਧਿਆਪਕ ਨੇ 3 ਡਾਟਸ ਪ੍ਰਤੀ ਇੰਚ ਤੱਕ ਪੜ੍ਹਾਇਆ
resolution	pixel-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	nominative	{0} ਪਿਕਸਲ ਪ੍ਰਤੀ ਇੰਚ	ਅਧਿਆਪਕ ਨੇ 1 ਪਿਕਸਲ ਪ੍ਰਤੀ ਇੰਚ ਪੜ੍ਹਾਇਆ	{0} ਪਿਕਸਲ ਪ੍ਰਤੀ ਇੰਚ	ਅਧਿਆਪਕ ਨੇ 3 ਪਿਕਸਲ ਪ੍ਰਤੀ ਇੰਚ ਪੜ੍ਹਾਇਆ
resolution	pixel-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	oblique	{0} ਪਿਕਸਲ ਪ੍ਰਤੀ ਇੰਚ	ਅਧਿਆਪਕ ਨੇ 1 ਪਿਕਸਲ ਪ੍ਰਤੀ ਇੰਚ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਪਿਕਸਲ ਪ੍ਰਤੀ ਇੰਚ	ਅਧਿਆਪਕ ਨੇ 3 ਪਿਕਸਲ ਪ੍ਰਤੀ ਇੰਚ ਤੱਕ ਪੜ੍ਹਾਇਆ
resolution	pixel-per-centimeter • ( = 1 dpcm)	masculine	ਇਹ ਕਿੰਨੇ ਪਿਕਸਲ ਪ੍ਰਤੀ ਸੈਂਟੀਮੀਟਰ ਦਾ ਹੈ	nominative	{0} ਪਿਕਸਲ ਪ੍ਰਤੀ ਸੈਂਟੀਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਪਿਕਸਲ ਪ੍ਰਤੀ ਸੈਂਟੀਮੀਟਰ ਪੜ੍ਹਾਇਆ	{0} ਪਿਕਸਲ ਪ੍ਰਤੀ ਸੈਂਟੀਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਪਿਕਸਲ ਪ੍ਰਤੀ ਸੈਂਟੀਮੀਟਰ ਪੜ੍ਹਾਇਆ
resolution	pixel-per-centimeter • ( = 1 dpcm)	masculine	ਇਹ ਕਿੰਨੇ ਪਿਕਸਲ ਪ੍ਰਤੀ ਸੈਂਟੀਮੀਟਰ ਦਾ ਹੈ	oblique	{0} ਪਿਕਸਲ ਪ੍ਰਤੀ ਸੈਂਟੀਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਪਿਕਸਲ ਪ੍ਰਤੀ ਸੈਂਟੀਮੀਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਪਿਕਸਲ ਪ੍ਰਤੀ ਸੈਂਟੀਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਪਿਕਸਲ ਪ੍ਰਤੀ ਸੈਂਟੀਮੀਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ
speed	kilometer-per-hour • ( = 0.2˙7 m/s)	masculine	ਇਹ ਕਿੰਨੇ ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਦਾ ਹੈ	nominative	{0} ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ	ਅਧਿਆਪਕ ਨੇ 1 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਪੜ੍ਹਾਇਆ	{0} ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ	ਅਧਿਆਪਕ ਨੇ 3 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਪੜ੍ਹਾਇਆ
speed	kilometer-per-hour • ( = 0.2˙7 m/s)	masculine	ਇਹ ਕਿੰਨੇ ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਦਾ ਹੈ	oblique	{0} ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ	ਅਧਿਆਪਕ ਨੇ 1 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ	ਅਧਿਆਪਕ ਨੇ 3 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਤੱਕ ਪੜ੍ਹਾਇਆ
speed	mile-per-hour • ( = 0.44704 m/s)	n/a	n/a	nominative	{0} ਮੀਲ ਪ੍ਰਤੀ ਘੰਟਾ	ਅਧਿਆਪਕ ਨੇ 1 ਮੀਲ ਪ੍ਰਤੀ ਘੰਟਾ ਪੜ੍ਹਾਇਆ	{0} ਮੀਲ ਪ੍ਰਤੀ ਘੰਟਾ	ਅਧਿਆਪਕ ਨੇ 3 ਮੀਲ ਪ੍ਰਤੀ ਘੰਟਾ ਪੜ੍ਹਾਇਆ
speed	mile-per-hour • ( = 0.44704 m/s)	n/a	n/a	oblique	{0} ਮੀਲ ਪ੍ਰਤੀ ਘੰਟਾ	ਅਧਿਆਪਕ ਨੇ 1 ਮੀਲ ਪ੍ਰਤੀ ਘੰਟਾ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਮੀਲ ਪ੍ਰਤੀ ਘੰਟਾ	ਅਧਿਆਪਕ ਨੇ 3 ਮੀਲ ਪ੍ਰਤੀ ਘੰਟਾ ਤੱਕ ਪੜ੍ਹਾਇਆ
speed	meters per second	masculine	ਇਹ ਕਿੰਨੇ ਮੀਟਰ ਪ੍ਰਤੀ ਸਕਿੰਟ ਦਾ ਹੈ	nominative	{0} ਮੀਟਰ ਪ੍ਰਤੀ ਸਕਿੰਟ	ਅਧਿਆਪਕ ਨੇ 1 ਮੀਟਰ ਪ੍ਰਤੀ ਸਕਿੰਟ ਪੜ੍ਹਾਇਆ	{0} ਮੀਟਰ ਪ੍ਰਤੀ ਸਕਿੰਟ	ਅਧਿਆਪਕ ਨੇ 3 ਮੀਟਰ ਪ੍ਰਤੀ ਸਕਿੰਟ ਪੜ੍ਹਾਇਆ
speed	meters per second	masculine	ਇਹ ਕਿੰਨੇ ਮੀਟਰ ਪ੍ਰਤੀ ਸਕਿੰਟ ਦਾ ਹੈ	oblique	{0} ਮੀਟਰ ਪ੍ਰਤੀ ਸਕਿੰਟ	ਅਧਿਆਪਕ ਨੇ 1 ਮੀਟਰ ਪ੍ਰਤੀ ਸਕਿੰਟ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਮੀਟਰ ਪ੍ਰਤੀ ਸਕਿੰਟ	ਅਧਿਆਪਕ ਨੇ 3 ਮੀਟਰ ਪ੍ਰਤੀ ਸਕਿੰਟ ਤੱਕ ਪੜ੍ਹਾਇਆ
speed	light-speed • ( = 299792458 m/s)	n/a	n/a	nominative	{0} light	ਅਧਿਆਪਕ ਨੇ 1 light ਪੜ੍ਹਾਇਆ	{0} light	ਅਧਿਆਪਕ ਨੇ 3 light ਪੜ੍ਹਾਇਆ
speed	light-speed • ( = 299792458 m/s)	n/a	n/a	oblique	{0} light	ਅਧਿਆਪਕ ਨੇ 1 light ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} light	ਅਧਿਆਪਕ ਨੇ 3 light ਤੱਕ ਪੜ੍ਹਾਇਆ
substance-amount	items	feminine	ਇਹ ਕਿੰਨੀ ਆਈਟਮ ਦਾ ਹੈ	nominative	{0} ਆਈਟਮ	ਅਧਿਆਪਕ ਨੇ 1 ਆਈਟਮ ਪੜ੍ਹਾਇਆ	{0} ਆਈਟਮਾਂ	ਅਧਿਆਪਕ ਨੇ 3 ਆਈਟਮਾਂ ਪੜ੍ਹਾਇਆ
substance-amount	items	feminine	ਇਹ ਕਿੰਨੀ ਆਈਟਮ ਦਾ ਹੈ	oblique	{0} ਆਈਟਮ	ਅਧਿਆਪਕ ਨੇ 1 ਆਈਟਮ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਆਈਟਮਾਂ	ਅਧਿਆਪਕ ਨੇ 3 ਆਈਟਮਾਂ ਤੱਕ ਪੜ੍ਹਾਇਆ
substance-amount	mole • ( = 602214076000000000000000 items)	masculine	ਇਹ ਕਿੰਨੇ ਮੋਲ ਦਾ ਹੈ	nominative	{0} ਮੋਲ	ਅਧਿਆਪਕ ਨੇ 1 ਮੋਲ ਪੜ੍ਹਾਇਆ	{0} ਮੋਲ	ਅਧਿਆਪਕ ਨੇ 3 ਮੋਲ ਪੜ੍ਹਾਇਆ
substance-amount	mole • ( = 602214076000000000000000 items)	masculine	ਇਹ ਕਿੰਨੇ ਮੋਲ ਦਾ ਹੈ	oblique	{0} ਮੋਲ	ਅਧਿਆਪਕ ਨੇ 1 ਮੋਲ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਮੋਲ	ਅਧਿਆਪਕ ਨੇ 3 ਮੋਲ ਤੱਕ ਪੜ੍ਹਾਇਆ
temperature	degrees temperature	feminine	ਇਹ ਕਿੰਨੀ ਡਿਗਰੀ ਦਾ ਹੈ	nominative	{0} ਡਿਗਰੀ	ਅਧਿਆਪਕ ਨੇ 1 ਡਿਗਰੀ ਪੜ੍ਹਾਇਆ	{0} ਡਿਗਰੀ	ਅਧਿਆਪਕ ਨੇ 3 ਡਿਗਰੀ ਪੜ੍ਹਾਇਆ
temperature	degrees temperature	feminine	ਇਹ ਕਿੰਨੀ ਡਿਗਰੀ ਦਾ ਹੈ	oblique	{0} ਡਿਗਰੀ	ਅਧਿਆਪਕ ਨੇ 1 ਡਿਗਰੀ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਡਿਗਰੀ	ਅਧਿਆਪਕ ਨੇ 3 ਡਿਗਰੀ ਤੱਕ ਪੜ੍ਹਾਇਆ
