# Grammatical Features
#Locale	ID	Feature	Usage	Values
Croatian	hr	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental
Croatian	hr	grammaticalCase	units	nominative, accusative, genitive, instrumental
Croatian	hr	grammaticalGender	general	animate, inanimate, feminine, neuter
Croatian	hr	grammaticalGender	units	inanimate, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} sat	<div class='cldr_example'><span class='cldr_substituted'>1</span> sat</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> sat</div>
Plural	few	{0} sata	<div class='cldr_example'><span class='cldr_substituted'>2</span> sata</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> sata</div>
Plural	other	{0} sati	<div class='cldr_example'><span class='cldr_substituted'>5</span> sati</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> sati</div>
Case (for measurement units)	nominative	{0} je...	<div class='cldr_example'><span class='cldr_substituted'>2 kvadratna metra</span> je...</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1 kvadratnog metra</span> je...</div>
Case (for measurement units)	accusative	Izmjerio je {0}	<div class='cldr_example'>Izmjerio je <span class='cldr_substituted'>2 kvadratna metra</span></div><div class='cldr_example'>❌  Izmjerio je <span class='cldr_substituted'>1 kvadratnog metra</span></div>
Case (for measurement units)	genitive	Mjerenje {0}	<div class='cldr_example'>Mjerenje <span class='cldr_substituted'>1 kvadratnog metra</span></div><div class='cldr_example'>❌  Mjerenje <span class='cldr_substituted'>2 kvadratna metra</span></div>
Case (for measurement units)	instrumental	Razgovara s {0}	<div class='cldr_example'>Razgovara s <span class='cldr_substituted'>1 kvadratnim metrom</span></div><div class='cldr_example'>❌  Razgovara s <span class='cldr_substituted'>2 kvadratna metra</span></div>
Gender (for measurement units)	inanimate	Ovaj {0}...	<div class='cldr_example'>Ovaj <span class='cldr_substituted'>dan</span>...</div><div class='cldr_example'>❌  Ovaj <span class='cldr_substituted'>minuta</span>...</div>
Gender (for measurement units)	feminine	Ova {0}...	<div class='cldr_example'>Ova <span class='cldr_substituted'>minuta</span>...</div><div class='cldr_example'>❌  Ova <span class='cldr_substituted'>dan</span>...</div>
Gender (for measurement units)	neuter	Ovo {0}...	<div class='cldr_example'>Ovo <span class='cldr_substituted'>stoljeće</span>...</div><div class='cldr_example'>❌  Ovo <span class='cldr_substituted'>minuta</span>...</div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 21.0	Pattern for few	Case MP + pattern with 3.0	Pattern for other	Case MP + pattern with 5.0
pressure	megapascals	inanimate	Ovaj megapaskal...	genitive	{0} megapaskala	Mjerenje 21 megapaskala	{0} megapaskala	Mjerenje 3 megapaskala	{0} megapaskala	Mjerenje 5 megapaskala
pressure	megapascals	inanimate	Ovaj megapaskal...	instrumental	{0} megapaskalom	Razgovara s 21 megapaskalom	{0} megapaskala	Razgovara s 3 megapaskala	{0} megapaskala	Razgovara s 5 megapaskala
resolution	dot-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	nominative	{0} točka po inču	21 točka po inču je...	{0} točke po inču	3 točke po inču je...	{0} točaka po inču	5 točaka po inču je...
resolution	dot-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	accusative	{0} točka po inču	Izmjerio je 21 točka po inču	{0} točke po inču	Izmjerio je 3 točke po inču	{0} točaka po inču	Izmjerio je 5 točaka po inču
resolution	dot-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	genitive	{0} točka po inču	Mjerenje 21 točka po inču	{0} točke po inču	Mjerenje 3 točke po inču	{0} točaka po inču	Mjerenje 5 točaka po inču
resolution	dot-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	instrumental	{0} točka po inču	Razgovara s 21 točka po inču	{0} točke po inču	Razgovara s 3 točke po inču	{0} točaka po inču	Razgovara s 5 točaka po inču
resolution	pixel-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	nominative	{0} piksel po inču	21 piksel po inču je...	{0} piksela po inču	3 piksela po inču je...	{0} piksela po inču	5 piksela po inču je...
resolution	pixel-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	accusative	{0} piksel po inču	Izmjerio je 21 piksel po inču	{0} piksela po inču	Izmjerio je 3 piksela po inču	{0} piksela po inču	Izmjerio je 5 piksela po inču
resolution	pixel-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	genitive	{0} piksel po inču	Mjerenje 21 piksel po inču	{0} piksela po inču	Mjerenje 3 piksela po inču	{0} piksela po inču	Mjerenje 5 piksela po inču
resolution	pixel-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	instrumental	{0} piksel po inču	Razgovara s 21 piksel po inču	{0} piksela po inču	Razgovara s 3 piksela po inču	{0} piksela po inču	Razgovara s 5 piksela po inču
resolution	pixel-per-centimeter • ( = 1 dpcm)	inanimate	Ovaj piksel po centimetru...	nominative	{0} piksel po centimetru	21 piksel po centimetru je...	{0} piksela po centimetru	3 piksela po centimetru je...	{0} piksela po centimetru	5 piksela po centimetru je...
resolution	pixel-per-centimeter • ( = 1 dpcm)	inanimate	Ovaj piksel po centimetru...	accusative	{0} piksel po centimetru	Izmjerio je 21 piksel po centimetru	{0} piksela po centimetru	Izmjerio je 3 piksela po centimetru	{0} piksela po centimetru	Izmjerio je 5 piksela po centimetru
resolution	pixel-per-centimeter • ( = 1 dpcm)	inanimate	Ovaj piksel po centimetru...	genitive	{0} piksela po centimetru	Mjerenje 21 piksela po centimetru	{0} piksela po centimetru	Mjerenje 3 piksela po centimetru	{0} piksela po centimetru	Mjerenje 5 piksela po centimetru
resolution	pixel-per-centimeter • ( = 1 dpcm)	inanimate	Ovaj piksel po centimetru...	instrumental	{0} pikselom po centimetru	Razgovara s 21 pikselom po centimetru	{0} piksela po centimetru	Razgovara s 3 piksela po centimetru	{0} piksela po centimetru	Razgovara s 5 piksela po centimetru
speed	kilometer-per-hour • ( = 0.2˙7 m/s)	inanimate	Ovaj kilometar na sat...	nominative	{0} kilometar na sat	21 kilometar na sat je...	{0} kilometra na sat	3 kilometra na sat je...	{0} kilometara na sat	5 kilometara na sat je...
speed	kilometer-per-hour • ( = 0.2˙7 m/s)	inanimate	Ovaj kilometar na sat...	accusative	{0} kilometar na sat	Izmjerio je 21 kilometar na sat	{0} kilometra na sat	Izmjerio je 3 kilometra na sat	{0} kilometara na sat	Izmjerio je 5 kilometara na sat
speed	kilometer-per-hour • ( = 0.2˙7 m/s)	inanimate	Ovaj kilometar na sat...	genitive	{0} kilometra na sat	Mjerenje 21 kilometra na sat	{0} kilometra na sat	Mjerenje 3 kilometra na sat	{0} kilometara na sat	Mjerenje 5 kilometara na sat
speed	kilometer-per-hour • ( = 0.2˙7 m/s)	inanimate	Ovaj kilometar na sat...	instrumental	{0} kilometrom na sat	Razgovara s 21 kilometrom na sat	{0} kilometra na sat	Razgovara s 3 kilometra na sat	{0} kilometara na sat	Razgovara s 5 kilometara na sat
speed	mile-per-hour • ( = 0.44704 m/s)	n/a	n/a	nominative	{0} milja na sat	21 milja na sat je...	{0} milje na sat	3 milje na sat je...	{0} milja na sat	5 milja na sat je...
speed	mile-per-hour • ( = 0.44704 m/s)	n/a	n/a	accusative	{0} milja na sat	Izmjerio je 21 milja na sat	{0} milje na sat	Izmjerio je 3 milje na sat	{0} milja na sat	Izmjerio je 5 milja na sat
speed	mile-per-hour • ( = 0.44704 m/s)	n/a	n/a	genitive	{0} milja na sat	Mjerenje 21 milja na sat	{0} milje na sat	Mjerenje 3 milje na sat	{0} milja na sat	Mjerenje 5 milja na sat
speed	mile-per-hour • ( = 0.44704 m/s)	n/a	n/a	instrumental	{0} milja na sat	Razgovara s 21 milja na sat	{0} milje na sat	Razgovara s 3 milje na sat	{0} milja na sat	Razgovara s 5 milja na sat
speed	meters per second	inanimate	Ovaj metar u sekundi...	nominative	{0} metar u sekundi	21 metar u sekundi je...	{0} metra u sekundi	3 metra u sekundi je...	{0} metara u sekundi	5 metara u sekundi je...
speed	meters per second	inanimate	Ovaj metar u sekundi...	accusative	{0} metar u sekundi	Izmjerio je 21 metar u sekundi	{0} metra u sekundi	Izmjerio je 3 metra u sekundi	{0} metara u sekundi	Izmjerio je 5 metara u sekundi
speed	meters per second	inanimate	Ovaj metar u sekundi...	genitive	{0} metra u sekundi	Mjerenje 21 metra u sekundi	{0} metra u sekundi	Mjerenje 3 metra u sekundi	{0} metara u sekundi	Mjerenje 5 metara u sekundi
speed	meters per second	inanimate	Ovaj metar u sekundi...	instrumental	{0} metrom u sekundi	Razgovara s 21 metrom u sekundi	{0} metra u sekundi	Razgovara s 3 metra u sekundi	{0} metara u sekundi	Razgovara s 5 metara u sekundi
speed	light-speed • ( = 299792458 m/s)	n/a	n/a	nominative	{0} light	21 light je...	{0} light	3 light je...	{0} light	5 light je...
speed	light-speed • ( = 299792458 m/s)	n/a	n/a	accusative	{0} light	Izmjerio je 21 light	{0} light	Izmjerio je 3 light	{0} light	Izmjerio je 5 light
speed	light-speed • ( = 299792458 m/s)	n/a	n/a	genitive	{0} light	Mjerenje 21 light	{0} light	Mjerenje 3 light	{0} light	Mjerenje 5 light
speed	light-speed • ( = 299792458 m/s)	n/a	n/a	instrumental	{0} light	Razgovara s 21 light	{0} light	Razgovara s 3 light	{0} light	Razgovara s 5 light
substance-amount	items	feminine	Ova stavka...	nominative	{0} stavka	21 stavka je...	{0} stavke	3 stavke je...	{0} stavki	5 stavki je...
substance-amount	items	feminine	Ova stavka...	accusative	{0} stavku	Izmjerio je 21 stavku	{0} stavke	Izmjerio je 3 stavke	{0} stavki	Izmjerio je 5 stavki
substance-amount	items	feminine	Ova stavka...	genitive	{0} stavke	Mjerenje 21 stavke	{0} stavke	Mjerenje 3 stavke	{0} stavki	Mjerenje 5 stavki
substance-amount	items	feminine	Ova stavka...	instrumental	{0} stavkom	Razgovara s 21 stavkom	{0} stavke	Razgovara s 3 stavke	{0} stavki	Razgovara s 5 stavki
substance-amount	mole • ( = 602214076000000000000000 items)	inanimate	Ovaj mola...	nominative	{0} mola	21 mola je...	{0} mola	3 mola je...	{0} mola	5 mola je...
substance-amount	mole • ( = 602214076000000000000000 items)	inanimate	Ovaj mola...	accusative	{0} mol	Izmjerio je 21 mol	{0} mola	Izmjerio je 3 mola	{0} mola	Izmjerio je 5 mola
substance-amount	mole • ( = 602214076000000000000000 items)	inanimate	Ovaj mola...	genitive	{0} mola	Mjerenje 21 mola	{0} mola	Mjerenje 3 mola	{0} mola	Mjerenje 5 mola
substance-amount	mole • ( = 602214076000000000000000 items)	inanimate	Ovaj mola...	instrumental	{0} molom	Razgovara s 21 molom	{0} mola	Razgovara s 3 mola	{0} mola	Razgovara s 5 mola
temperature	degrees temperature	inanimate	Ovaj °...	nominative	{0}°	21° je...	{0}°	3° je...	{0}°	5° je...
temperature	degrees temperature	inanimate	Ovaj °...	accusative	{0}°	Izmjerio je 21°	{0}°	Izmjerio je 3°	{0}°	Izmjerio je 5°
temperature	degrees temperature	inanimate	Ovaj °...	genitive	{0}°	Mjerenje 21°	{0}°	Mjerenje 3°	{0}°	Mjerenje 5°
temperature	degrees temperature	inanimate	Ovaj °...	instrumental	{0}°	Razgovara s 21°	{0}°	Razgovara s 3°	{0}°	Razgovara s 5°
temperature	fahrenheit • ( = 0.˙5 K)	n/a	n/a	nominative	{0} Fahrenheitov stupanj	21 Fahrenheitov stupanj je...	{0} Fahrenheitova stupnja	3 Fahrenheitova stupnja je...	{0} Fahrenheitovih stupnjeva	5 Fahrenheitovih stupnjeva je...
temperature	fahrenheit • ( = 0.˙5 K)	n/a	n/a	accusative	{0} Fahrenheitov stupanj	Izmjerio je 21 Fahrenheitov stupanj	{0} Fahrenheitova stupnja	Izmjerio je 3 Fahrenheitova stupnja	{0} Fahrenheitovih stupnjeva	Izmjerio je 5 Fahrenheitovih stupnjeva
temperature	fahrenheit • ( = 0.˙5 K)	n/a	n/a	genitive	{0} Fahrenheitov stupanj	Mjerenje 21 Fahrenheitov stupanj	{0} Fahrenheitova stupnja	Mjerenje 3 Fahrenheitova stupnja	{0} Fahrenheitovih stupnjeva	Mjerenje 5 Fahrenheitovih stupnjeva
temperature	fahrenheit • ( = 0.˙5 K)	n/a	n/a	instrumental	{0} Fahrenheitov stupanj	Razgovara s 21 Fahrenheitov stupanj	{0} Fahrenheitova stupnja	Razgovara s 3 Fahrenheitova stupnja	{0} Fahrenheitovih stupnjeva	Razgovara s 5 Fahrenheitovih stupnjeva
temperature	celsius • ( = 1 K)	inanimate	Ovaj Celzijev stupanj...	nominative	{0} Celzijev stupanj	21 Celzijev stupanj je...	{0} Celzijeva stupnja	3 Celzijeva stupnja je...	{0} Celzijevih stupnjeva	5 Celzijevih stupnjeva je...
temperature	celsius • ( = 1 K)	inanimate	Ovaj Celzijev stupanj...	accusative	{0} Celzijev stupanj	Izmjerio je 21 Celzijev stupanj	{0} Celzijeva stupnja	Izmjerio je 3 Celzijeva stupnja	{0} Celzijevih stupnjeva	Izmjerio je 5 Celzijevih stupnjeva
temperature	celsius • ( = 1 K)	inanimate	Ovaj Celzijev stupanj...	genitive	{0} Celzijevog stupnja	Mjerenje 21 Celzijevog stupnja	{0} Celzijeva stupnja	Mjerenje 3 Celzijeva stupnja	{0} Celzijevih stupnjeva	Mjerenje 5 Celzijevih stupnjeva
temperature	celsius • ( = 1 K)	inanimate	Ovaj Celzijev stupanj...	instrumental	{0} Celzijevim stupnjem	Razgovara s 21 Celzijevim stupnjem	{0} Celzijeva stupnja	Razgovara s 3 Celzijeva stupnja	{0} Celzijevih stupnjeva	Razgovara s 5 Celzijevih stupnjeva
temperature	kelvins	inanimate	Ovaj kelvin...	nominative	{0} kelvin	21 kelvin je...	{0} kelvina	3 kelvina je...	{0} kelvina	5 kelvina je...
temperature	kelvins	inanimate	Ovaj kelvin...	accusative	{0} kelvin	Izmjerio je 21 kelvin	{0} kelvina	Izmjerio je 3 kelvina	{0} kelvina	Izmjerio je 5 kelvina
temperature	kelvins	inanimate	Ovaj kelvin...	genitive	{0} kelvina	Mjerenje 21 kelvina	{0} kelvina	Mjerenje 3 kelvina	{0} kelvina	Mjerenje 5 kelvina
temperature	kelvins	inanimate	Ovaj kelvin...	instrumental	{0} kelvinom	Razgovara s 21 kelvinom	{0} kelvina	Razgovara s 3 kelvina	{0} kelvina	Razgovara s 5 kelvina
typewidth	typographic ems	inanimate	Ovaj tipografski em...	nominative	{0} tipografski em	21 tipografski em je...	{0} tipografska ema	3 tipografska ema je...	{0} tipografskih ema	5 tipografskih ema je...
typewidth	typographic ems	inanimate	Ovaj tipografski em...	accusative	{0} tipografski em	Izmjerio je 21 tipografski em	{0} tipografska ema	Izmjerio je 3 tipografska ema	{0} tipografskih ema	Izmjerio je 5 tipografskih ema
typewidth	typographic ems	inanimate	Ovaj tipografski em...	genitive	{0} tipografskog ema	Mjerenje 21 tipografskog ema	{0} tipografska ema	Mjerenje 3 tipografska ema	{0} tipografskih ema	Mjerenje 5 tipografskih ema
typewidth	typographic ems	inanimate	Ovaj tipografski em...	instrumental	{0} tipografskim emom	Razgovara s 21 tipografskim emom	{0} tipografska ema	Razgovara s 3 tipografska ema	{0} tipografskih ema	Razgovara s 5 tipografskih ema
voltage	volts	inanimate	Ovaj volt...	nominative	{0} volt	21 volt je...	{0} volta	3 volta je...	{0} volti	5 volti je...
voltage	volts	inanimate	Ovaj volt...	accusative	{0} volt	Izmjerio je 21 volt	{0} volta	Izmjerio je 3 volta	{0} volti	Izmjerio je 5 volti
voltage	volts	inanimate	Ovaj volt...	genitive	{0} volta	Mjerenje 21 volta	{0} volta	Mjerenje 3 volta	{0} volta	Mjerenje 5 volta
voltage	volts	inanimate	Ovaj volt...	instrumental	{0} voltom	Razgovara s 21 voltom	{0} volta	Razgovara s 3 volta	{0} volta	Razgovara s 5 volta
volume	drop • ( = 0.0513429332682291˙6 mL)	n/a	n/a	nominative	{0} kap	21 kap je...	{0} kapi	3 kapi je...	{0} kapi	5 kapi je...
volume	drop • ( = 0.0513429332682291˙6 mL)	n/a	n/a	accusative	{0} kap	Izmjerio je 21 kap	{0} kapi	Izmjerio je 3 kapi	{0} kapi	Izmjerio je 5 kapi
volume	drop • ( = 0.0513429332682291˙6 mL)	n/a	n/a	genitive	{0} kap	Mjerenje 21 kap	{0} kapi	Mjerenje 3 kapi	{0} kapi	Mjerenje 5 kapi
volume	drop • ( = 0.0513429332682291˙6 mL)	n/a	n/a	instrumental	{0} kap	Razgovara s 21 kap	{0} kapi	Razgovara s 3 kapi	{0} kapi	Razgovara s 5 kapi
volume	pinch • ( = 0.23104319970703125 mL)	n/a	n/a	nominative	{0} prstohvat	21 prstohvat je...	{0} prstohvata	3 prstohvata je...	{0} prstohvata	5 prstohvata je...
volume	pinch • ( = 0.23104319970703125 mL)	n/a	n/a	accusative	{0} prstohvat	Izmjerio je 21 prstohvat	{0} prstohvata	Izmjerio je 3 prstohvata	{0} prstohvata	Izmjerio je 5 prstohvata
volume	pinch • ( = 0.23104319970703125 mL)	n/a	n/a	genitive	{0} prstohvat	Mjerenje 21 prstohvat	{0} prstohvata	Mjerenje 3 prstohvata	{0} prstohvata	Mjerenje 5 prstohvata
volume	pinch • ( = 0.23104319970703125 mL)	n/a	n/a	instrumental	{0} prstohvat	Razgovara s 21 prstohvat	{0} prstohvata	Razgovara s 3 prstohvata	{0} prstohvata	Razgovara s 5 prstohvata
volume	cubic-centimeter • ( = 1 mL)	inanimate	Ovaj kubni centimetar...	nominative	{0} kubni centimetar	21 kubni centimetar je...	{0} kubna centimetra	3 kubna centimetra je...	{0} kubnih centimetara	5 kubnih centimetara je...
volume	cubic-centimeter • ( = 1 mL)	inanimate	Ovaj kubni centimetar...	accusative	{0} kubni centimetar	Izmjerio je 21 kubni centimetar	{0} kubna centimetra	Izmjerio je 3 kubna centimetra	{0} kubnih centimetara	Izmjerio je 5 kubnih centimetara
volume	cubic-centimeter • ( = 1 mL)	inanimate	Ovaj kubni centimetar...	genitive	{0} kubnog centimetra	Mjerenje 21 kubnog centimetra	{0} kubna centimetra	Mjerenje 3 kubna centimetra	{0} kubnih centimetara	Mjerenje 5 kubnih centimetara
volume	cubic-centimeter • ( = 1 mL)	inanimate	Ovaj kubni centimetar...	instrumental	{0} kubnim centimetrom	Razgovara s 21 kubnim centimetrom	{0} kubna centimetra	Razgovara s 3 kubna centimetra	{0} kubnih centimetara	Razgovara s 5 kubnih centimetara
volume	milliliters	inanimate	Ovaj mililitar...	nominative	{0} mililitar	21 mililitar je...	{0} mililitra	3 mililitra je...	{0} mililitara	5 mililitara je...
volume	milliliters	inanimate	Ovaj mililitar...	accusative	{0} mililitar	Izmjerio je 21 mililitar	{0} mililitra	Izmjerio je 3 mililitra	{0} mililitara	Izmjerio je 5 mililitara
volume	milliliters	inanimate	Ovaj mililitar...	genitive	{0} mililitra	Mjerenje 21 mililitra	{0} mililitra	Mjerenje 3 mililitra	{0} mililitara	Mjerenje 5 mililitara
volume	milliliters	inanimate	Ovaj mililitar...	instrumental	{0} mililitrom	Razgovara s 21 mililitrom	{0} mililitra	Razgovara s 3 mililitra	{0} mililitara	Razgovara s 5 mililitara
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	nominative	{0} desertna žličica	21 desertna žličica je...	{0} desertne žličice	3 desertne žličice je...	{0} desertnih žličica	5 desertnih žličica je...
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	accusative	{0} desertna žličica	Izmjerio je 21 desertna žličica	{0} desertne žličice	Izmjerio je 3 desertne žličice	{0} desertnih žličica	Izmjerio je 5 desertnih žličica
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	genitive	{0} desertna žličica	Mjerenje 21 desertna žličica	{0} desertne žličice	Mjerenje 3 desertne žličice	{0} desertnih žličica	Mjerenje 5 desertnih žličica
volume	dessert-spoon • ( = 1.84834559765625 mL)	n/a	n/a	instrumental	{0} desertna žličica	Razgovara s 21 desertna žličica	{0} desertne žličice	Razgovara s 3 desertne žličice	{0} desertnih žličica	Razgovara s 5 desertnih žličica
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	nominative	{0} imperijalna desertna žličica	21 imperijalna desertna žličica je...	{0} imperijalne desertne žličice	3 imperijalne desertne žličice je...	{0} imperijalnih desertnih žličica	5 imperijalnih desertnih žličica je...
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	accusative	{0} imperijalna desertna žličica	Izmjerio je 21 imperijalna desertna žličica	{0} imperijalne desertne žličice	Izmjerio je 3 imperijalne desertne žličice	{0} imperijalnih desertnih žličica	Izmjerio je 5 imperijalnih desertnih žličica
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	genitive	{0} imperijalna desertna žličica	Mjerenje 21 imperijalna desertna žličica	{0} imperijalne desertne žličice	Mjerenje 3 imperijalne desertne žličice	{0} imperijalnih desertnih žličica	Mjerenje 5 imperijalnih desertnih žličica
volume	dessert-spoon-imperial • ( = 2.2197705078125 mL)	n/a	n/a	instrumental	{0} imperijalna desertna žličica	Razgovara s 21 imperijalna desertna žličica	{0} imperijalne desertne žličice	Razgovara s 3 imperijalne desertne žličice	{0} imperijalnih desertnih žličica	Razgovara s 5 imperijalnih desertnih žličica
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	nominative	{0} dram tekućine	21 dram tekućine je...	{0} drama tekućine	3 drama tekućine je...	{0} drama tekućine	5 drama tekućine je...
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	accusative	{0} dram tekućine	Izmjerio je 21 dram tekućine	{0} drama tekućine	Izmjerio je 3 drama tekućine	{0} drama tekućine	Izmjerio je 5 drama tekućine
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	genitive	{0} dram tekućine	Mjerenje 21 dram tekućine	{0} drama tekućine	Mjerenje 3 drama tekućine	{0} drama tekućine	Mjerenje 5 drama tekućine
volume	dram • ( = 3.6966911953125 mL)	n/a	n/a	instrumental	{0} dram tekućine	Razgovara s 21 dram tekućine	{0} drama tekućine	Razgovara s 3 drama tekućine	{0} drama tekućine	Razgovara s 5 drama tekućine
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	nominative	{0} žličica	21 žličica je...	{0} žličice	3 žličice je...	{0} žličica	5 žličica je...
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	accusative	{0} žličica	Izmjerio je 21 žličica	{0} žličice	Izmjerio je 3 žličice	{0} žličica	Izmjerio je 5 žličica
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	genitive	{0} žličica	Mjerenje 21 žličica	{0} žličice	Mjerenje 3 žličice	{0} žličica	Mjerenje 5 žličica
volume	teaspoon • ( = 4.92892159375 mL)	n/a	n/a	instrumental	{0} žličica	Razgovara s 21 žličica	{0} žličice	Razgovara s 3 žličice	{0} žličica	Razgovara s 5 žličica
volume	centiliters	inanimate	Ovaj centilitar...	nominative	{0} centilitar	21 centilitar je...	{0} centilitra	3 centilitra je...	{0} centilitara	5 centilitara je...
volume	centiliters	inanimate	Ovaj centilitar...	accusative	{0} centilitar	Izmjerio je 21 centilitar	{0} centilitra	Izmjerio je 3 centilitra	{0} centilitara	Izmjerio je 5 centilitara
volume	centiliters	inanimate	Ovaj centilitar...	genitive	{0} centilitra	Mjerenje 21 centilitra	{0} centilitra	Mjerenje 3 centilitra	{0} centilitara	Mjerenje 5 centilitara
volume	centiliters	inanimate	Ovaj centilitar...	instrumental	{0} centilitrom	Razgovara s 21 centilitrom	{0} centilitra	Razgovara s 3 centilitra	{0} centilitara	Razgovara s 5 centilitara
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	nominative	{0} žlica	21 žlica je...	{0} žlice	3 žlice je...	{0} žlica	5 žlica je...
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	accusative	{0} žlica	Izmjerio je 21 žlica	{0} žlice	Izmjerio je 3 žlice	{0} žlica	Izmjerio je 5 žlica
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	genitive	{0} žlica	Mjerenje 21 žlica	{0} žlice	Mjerenje 3 žlice	{0} žlica	Mjerenje 5 žlica
volume	tablespoon • ( = 1.478676478125 cL)	n/a	n/a	instrumental	{0} žlica	Razgovara s 21 žlica	{0} žlice	Razgovara s 3 žlice	{0} žlica	Razgovara s 5 žlica
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	nominative	{0} kubni inč	21 kubni inč je...	{0} kubna inča	3 kubna inča je...	{0} kubnih inča	5 kubnih inča je...
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	accusative	{0} kubni inč	Izmjerio je 21 kubni inč	{0} kubna inča	Izmjerio je 3 kubna inča	{0} kubnih inča	Izmjerio je 5 kubnih inča
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	genitive	{0} kubni inč	Mjerenje 21 kubni inč	{0} kubna inča	Mjerenje 3 kubna inča	{0} kubnih inča	Mjerenje 5 kubnih inča
volume	cubic-inch • ( = 1.6387064 cL)	n/a	n/a	instrumental	{0} kubni inč	Razgovara s 21 kubni inč	{0} kubna inča	Razgovara s 3 kubna inča	{0} kubnih inča	Razgovara s 5 kubnih inča
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	nominative	{0} imp. tekuća unca	21 imp. tekuća unca je...	{0} imp. tekuće unce	3 imp. tekuće unce je...	{0} imp. tekućih unci	5 imp. tekućih unci je...
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	accusative	{0} imp. tekuća unca	Izmjerio je 21 imp. tekuća unca	{0} imp. tekuće unce	Izmjerio je 3 imp. tekuće unce	{0} imp. tekućih unci	Izmjerio je 5 imp. tekućih unci
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	genitive	{0} imp. tekuća unca	Mjerenje 21 imp. tekuća unca	{0} imp. tekuće unce	Mjerenje 3 imp. tekuće unce	{0} imp. tekućih unci	Mjerenje 5 imp. tekućih unci
volume	fluid-ounce-imperial • ( = 2.84130625 cL)	n/a	n/a	instrumental	{0} imp. tekuća unca	Razgovara s 21 imp. tekuća unca	{0} imp. tekuće unce	Razgovara s 3 imp. tekuće unce	{0} imp. tekućih unci	Razgovara s 5 imp. tekućih unci
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	nominative	{0} tekuća unca	21 tekuća unca je...	{0} tekuće unce	3 tekuće unce je...	{0} tekućih unci	5 tekućih unci je...
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	accusative	{0} tekuća unca	Izmjerio je 21 tekuća unca	{0} tekuće unce	Izmjerio je 3 tekuće unce	{0} tekućih unci	Izmjerio je 5 tekućih unci
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	genitive	{0} tekuća unca	Mjerenje 21 tekuća unca	{0} tekuće unce	Mjerenje 3 tekuće unce	{0} tekućih unci	Mjerenje 5 tekućih unci
volume	fluid-ounce • ( = 2.95735295625 cL)	n/a	n/a	instrumental	{0} tekuća unca	Razgovara s 21 tekuća unca	{0} tekuće unce	Razgovara s 3 tekuće unce	{0} tekućih unci	Razgovara s 5 tekućih unci
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	nominative	{0} jiggera	21 jiggera je...	{0} jiggera	3 jiggera je...	{0} jiggera	5 jiggera je...
volume	jigger • ( = 4.436029434375 cL)	n/a	n/a	accusative	{0} jiggera	Izmjerio je 21 jiggera	{0} jiggera	Izmjerio je 3 jiggera	{0} jiggera	Izmjerio je 5 jiggera
