# Grammatical Features
#Locale	ID	Feature	Usage	Values
Czech	cs	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental
Czech	cs	grammaticalCase	units	nominative, accusative, genitive, locative, dative, instrumental
Czech	cs	grammaticalGender	general	animate, inanimate, feminine, neuter
Czech	cs	grammaticalGender	units	inanimate, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} den	<div class='cldr_example'><span class='cldr_substituted'>1</span> den</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> den</div>
Plural	few	{0} dny	<div class='cldr_example'><span class='cldr_substituted'>2</span> dny</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> dny</div>
Plural	many	{0} dne	<div class='cldr_example'><span class='cldr_substituted'>10,0</span> dne</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> dne</div>
Plural	other	{0} dní	<div class='cldr_example'><span class='cldr_substituted'>5</span> dní</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> dní</div>
Case (for measurement units)	nominative	Chybí ještě {0}.	<div class='cldr_example'>Chybí ještě <span class='cldr_substituted'>1 metr čtvereční</span>.</div><div class='cldr_example'>❌  Chybí ještě <span class='cldr_substituted'>1 metru čtverečnímu</span>.</div>
Case (for measurement units)	accusative	Naměřili jsme {0}.	<div class='cldr_example'>Naměřili jsme <span class='cldr_substituted'>1 metr čtvereční</span>.</div><div class='cldr_example'>❌  Naměřili jsme <span class='cldr_substituted'>1 metru čtverečnímu</span>.</div>
Case (for measurement units)	genitive	Bez {0} se obejdeme.	<div class='cldr_example'>Bez <span class='cldr_substituted'>10,0 metru čtverečního</span> se obejdeme.</div><div class='cldr_example'>❌  Bez <span class='cldr_substituted'>1 metr čtvereční</span> se obejdeme.</div>
Case (for measurement units)	locative	Po {0} se zastavil.	<div class='cldr_example'>Po <span class='cldr_substituted'>1 metru čtverečním</span> se zastavil.</div><div class='cldr_example'>❌  Po <span class='cldr_substituted'>1 metr čtvereční</span> se zastavil.</div>
Case (for measurement units)	dative	Díky {0} navíc to mohl stihnout.	<div class='cldr_example'>Díky <span class='cldr_substituted'>1 metru čtverečnímu</span> navíc to mohl stihnout.</div><div class='cldr_example'>❌  Díky <span class='cldr_substituted'>1 metr čtvereční</span> navíc to mohl stihnout.</div>
Case (for measurement units)	instrumental	Spokojíme se s {0}.	<div class='cldr_example'>Spokojíme se s <span class='cldr_substituted'>1 metrem čtverečním</span>.</div><div class='cldr_example'>❌  Spokojíme se s <span class='cldr_substituted'>1 metr čtvereční</span>.</div>
Gender (for measurement units)	inanimate	Jeden {0} stál 135 Kč.	<div class='cldr_example'>Jeden <span class='cldr_substituted'>den</span> stál 135 Kč.</div><div class='cldr_example'>❌  Jeden <span class='cldr_substituted'>hodina</span> stál 135 Kč.</div>
Gender (for measurement units)	feminine	Jedna {0} stála 135 Kč.	<div class='cldr_example'>Jedna <span class='cldr_substituted'>hodina</span> stála 135 Kč.</div><div class='cldr_example'>❌  Jedna <span class='cldr_substituted'>den</span> stála 135 Kč.</div>
Gender (for measurement units)	neuter	Jedno {0} stálo 135 Kč.	<div class='cldr_example'>Jedno <span class='cldr_substituted'>století</span> stálo 135 Kč.</div><div class='cldr_example'>❌  Jedno <span class='cldr_substituted'>hodina</span> stálo 135 Kč.</div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 1.0	Pattern for few	Case MP + pattern with 3.0	Pattern for many	Case MP + pattern with 0.1	Pattern for other	Case MP + pattern with 5.0
area	square-yard • ( = 0.83612736 m²)	n/a	n/a	genitive	{0} yard čtvereční	Bez 1 yard čtvereční se obejdeme.	{0} yardy čtvereční	Bez 3 yardy čtvereční se obejdeme.	{0} yardu čtverečního	Bez 0,1 yardu čtverečního se obejdeme.	{0} yardů čtverečních	Bez 5 yardů čtverečních se obejdeme.
area	square-yard • ( = 0.83612736 m²)	n/a	n/a	locative	{0} yard čtvereční	Po 1 yard čtvereční se zastavil.	{0} yardy čtvereční	Po 3 yardy čtvereční se zastavil.	{0} yardu čtverečního	Po 0,1 yardu čtverečního se zastavil.	{0} yardů čtverečních	Po 5 yardů čtverečních se zastavil.
area	square-yard • ( = 0.83612736 m²)	n/a	n/a	dative	{0} yard čtvereční	Díky 1 yard čtvereční navíc to mohl stihnout.	{0} yardy čtvereční	Díky 3 yardy čtvereční navíc to mohl stihnout.	{0} yardu čtverečního	Díky 0,1 yardu čtverečního navíc to mohl stihnout.	{0} yardů čtverečních	Díky 5 yardů čtverečních navíc to mohl stihnout.
area	square-yard • ( = 0.83612736 m²)	n/a	n/a	instrumental	{0} yard čtvereční	Spokojíme se s 1 yard čtvereční.	{0} yardy čtvereční	Spokojíme se s 3 yardy čtvereční.	{0} yardu čtverečního	Spokojíme se s 0,1 yardu čtverečního.	{0} yardů čtverečních	Spokojíme se s 5 yardů čtverečních.
area	square meters	inanimate	Jeden metr čtvereční stál 135 Kč.	nominative	{0} metr čtvereční	Chybí ještě 1 metr čtvereční.	{0} metry čtvereční	Chybí ještě 3 metry čtvereční.	{0} metru čtverečního	Chybí ještě 0,1 metru čtverečního.	{0} metrů čtverečních	Chybí ještě 5 metrů čtverečních.
area	square meters	inanimate	Jeden metr čtvereční stál 135 Kč.	accusative	{0} metr čtvereční	Naměřili jsme 1 metr čtvereční.	{0} metry čtvereční	Naměřili jsme 3 metry čtvereční.	{0} metru čtverečního	Naměřili jsme 0,1 metru čtverečního.	{0} metrů čtverečních	Naměřili jsme 5 metrů čtverečních.
area	square meters	inanimate	Jeden metr čtvereční stál 135 Kč.	genitive	{0} metru čtverečního	Bez 1 metru čtverečního se obejdeme.	{0} metrů čtverečních	Bez 3 metrů čtverečních se obejdeme.	{0} metru čtverečního	Bez 0,1 metru čtverečního se obejdeme.	{0} metrů čtverečních	Bez 5 metrů čtverečních se obejdeme.
area	square meters	inanimate	Jeden metr čtvereční stál 135 Kč.	locative	{0} metru čtverečním	Po 1 metru čtverečním se zastavil.	{0} metrech čtverečních	Po 3 metrech čtverečních se zastavil.	{0} metru čtverečního	Po 0,1 metru čtverečního se zastavil.	{0} metrech čtverečních	Po 5 metrech čtverečních se zastavil.
area	square meters	inanimate	Jeden metr čtvereční stál 135 Kč.	dative	{0} metru čtverečnímu	Díky 1 metru čtverečnímu navíc to mohl stihnout.	{0} metrům čtverečním	Díky 3 metrům čtverečním navíc to mohl stihnout.	{0} metru čtverečního	Díky 0,1 metru čtverečního navíc to mohl stihnout.	{0} metrům čtverečním	Díky 5 metrům čtverečním navíc to mohl stihnout.
area	square meters	inanimate	Jeden metr čtvereční stál 135 Kč.	instrumental	{0} metrem čtverečním	Spokojíme se s 1 metrem čtverečním.	{0} metry čtverečními	Spokojíme se s 3 metry čtverečními.	{0} metru čtverečního	Spokojíme se s 0,1 metru čtverečního.	{0} metry čtverečními	Spokojíme se s 5 metry čtverečními.
area	acre • ( = 4046.8564224 m²)	n/a	n/a	nominative	{0} akr	Chybí ještě 1 akr.	{0} akry	Chybí ještě 3 akry.	{0} akru	Chybí ještě 0,1 akru.	{0} akrů	Chybí ještě 5 akrů.
area	acre • ( = 4046.8564224 m²)	n/a	n/a	accusative	{0} akr	Naměřili jsme 1 akr.	{0} akry	Naměřili jsme 3 akry.	{0} akru	Naměřili jsme 0,1 akru.	{0} akrů	Naměřili jsme 5 akrů.
area	acre • ( = 4046.8564224 m²)	n/a	n/a	genitive	{0} akr	Bez 1 akr se obejdeme.	{0} akry	Bez 3 akry se obejdeme.	{0} akru	Bez 0,1 akru se obejdeme.	{0} akrů	Bez 5 akrů se obejdeme.
area	acre • ( = 4046.8564224 m²)	n/a	n/a	locative	{0} akr	Po 1 akr se zastavil.	{0} akry	Po 3 akry se zastavil.	{0} akru	Po 0,1 akru se zastavil.	{0} akrů	Po 5 akrů se zastavil.
area	acre • ( = 4046.8564224 m²)	n/a	n/a	dative	{0} akr	Díky 1 akr navíc to mohl stihnout.	{0} akry	Díky 3 akry navíc to mohl stihnout.	{0} akru	Díky 0,1 akru navíc to mohl stihnout.	{0} akrů	Díky 5 akrů navíc to mohl stihnout.
area	acre • ( = 4046.8564224 m²)	n/a	n/a	instrumental	{0} akr	Spokojíme se s 1 akr.	{0} akry	Spokojíme se s 3 akry.	{0} akru	Spokojíme se s 0,1 akru.	{0} akrů	Spokojíme se s 5 akrů.
area	hectares	inanimate	Jeden hektar stál 135 Kč.	nominative	{0} hektar	Chybí ještě 1 hektar.	{0} hektary	Chybí ještě 3 hektary.	{0} hektaru	Chybí ještě 0,1 hektaru.	{0} hektarů	Chybí ještě 5 hektarů.
area	hectares	inanimate	Jeden hektar stál 135 Kč.	accusative	{0} hektar	Naměřili jsme 1 hektar.	{0} hektary	Naměřili jsme 3 hektary.	{0} hektaru	Naměřili jsme 0,1 hektaru.	{0} hektarů	Naměřili jsme 5 hektarů.
area	hectares	inanimate	Jeden hektar stál 135 Kč.	genitive	{0} hektaru	Bez 1 hektaru se obejdeme.	{0} hektarů	Bez 3 hektarů se obejdeme.	{0} hektaru	Bez 0,1 hektaru se obejdeme.	{0} hektarů	Bez 5 hektarů se obejdeme.
area	hectares	inanimate	Jeden hektar stál 135 Kč.	locative	{0} hektaru	Po 1 hektaru se zastavil.	{0} hektarech	Po 3 hektarech se zastavil.	{0} hektaru	Po 0,1 hektaru se zastavil.	{0} hektarech	Po 5 hektarech se zastavil.
area	hectares	inanimate	Jeden hektar stál 135 Kč.	dative	{0} hektaru	Díky 1 hektaru navíc to mohl stihnout.	{0} hektarům	Díky 3 hektarům navíc to mohl stihnout.	{0} hektaru	Díky 0,1 hektaru navíc to mohl stihnout.	{0} hektarům	Díky 5 hektarům navíc to mohl stihnout.
area	hectares	inanimate	Jeden hektar stál 135 Kč.	instrumental	{0} hektarem	Spokojíme se s 1 hektarem.	{0} hektary	Spokojíme se s 3 hektary.	{0} hektaru	Spokojíme se s 0,1 hektaru.	{0} hektary	Spokojíme se s 5 hektary.
area	square kilometers	inanimate	Jeden kilometr čtvereční stál 135 Kč.	nominative	{0} kilometr čtvereční	Chybí ještě 1 kilometr čtvereční.	{0} kilometry čtvereční	Chybí ještě 3 kilometry čtvereční.	{0} kilometru čtverečního	Chybí ještě 0,1 kilometru čtverečního.	{0} kilometrů čtverečních	Chybí ještě 5 kilometrů čtverečních.
area	square kilometers	inanimate	Jeden kilometr čtvereční stál 135 Kč.	accusative	{0} kilometr čtvereční	Naměřili jsme 1 kilometr čtvereční.	{0} kilometry čtvereční	Naměřili jsme 3 kilometry čtvereční.	{0} kilometru čtverečního	Naměřili jsme 0,1 kilometru čtverečního.	{0} kilometrů čtverečních	Naměřili jsme 5 kilometrů čtverečních.
area	square kilometers	inanimate	Jeden kilometr čtvereční stál 135 Kč.	genitive	{0} kilometru čtverečního	Bez 1 kilometru čtverečního se obejdeme.	{0} kilometrů čtverečních	Bez 3 kilometrů čtverečních se obejdeme.	{0} kilometru čtverečního	Bez 0,1 kilometru čtverečního se obejdeme.	{0} kilometrů čtverečních	Bez 5 kilometrů čtverečních se obejdeme.
area	square kilometers	inanimate	Jeden kilometr čtvereční stál 135 Kč.	locative	{0} kilometru čtverečním	Po 1 kilometru čtverečním se zastavil.	{0} kilometrech čtverečních	Po 3 kilometrech čtverečních se zastavil.	{0} kilometru čtverečního	Po 0,1 kilometru čtverečního se zastavil.	{0} kilometrech čtverečních	Po 5 kilometrech čtverečních se zastavil.
area	square kilometers	inanimate	Jeden kilometr čtvereční stál 135 Kč.	dative	{0} kilometru čtverečnímu	Díky 1 kilometru čtverečnímu navíc to mohl stihnout.	{0} kilometrům čtverečním	Díky 3 kilometrům čtverečním navíc to mohl stihnout.	{0} kilometru čtverečního	Díky 0,1 kilometru čtverečního navíc to mohl stihnout.	{0} kilometrům čtverečním	Díky 5 kilometrům čtverečním navíc to mohl stihnout.
area	square kilometers	inanimate	Jeden kilometr čtvereční stál 135 Kč.	instrumental	{0} kilometrem čtverečním	Spokojíme se s 1 kilometrem čtverečním.	{0} kilometry čtverečními	Spokojíme se s 3 kilometry čtverečními.	{0} kilometru čtverečního	Spokojíme se s 0,1 kilometru čtverečního.	{0} kilometry čtverečními	Spokojíme se s 5 kilometry čtverečními.
area	square-mile • ( = 2.589988110336 km²)	n/a	n/a	nominative	{0} míle čtvereční	Chybí ještě 1 míle čtvereční.	{0} míle čtvereční	Chybí ještě 3 míle čtvereční.	{0} míle čtvereční	Chybí ještě 0,1 míle čtvereční.	{0} mil čtverečních	Chybí ještě 5 mil čtverečních.
area	square-mile • ( = 2.589988110336 km²)	n/a	n/a	accusative	{0} míle čtvereční	Naměřili jsme 1 míle čtvereční.	{0} míle čtvereční	Naměřili jsme 3 míle čtvereční.	{0} míle čtvereční	Naměřili jsme 0,1 míle čtvereční.	{0} mil čtverečních	Naměřili jsme 5 mil čtverečních.
area	square-mile • ( = 2.589988110336 km²)	n/a	n/a	genitive	{0} míle čtvereční	Bez 1 míle čtvereční se obejdeme.	{0} míle čtvereční	Bez 3 míle čtvereční se obejdeme.	{0} míle čtvereční	Bez 0,1 míle čtvereční se obejdeme.	{0} mil čtverečních	Bez 5 mil čtverečních se obejdeme.
area	square-mile • ( = 2.589988110336 km²)	n/a	n/a	locative	{0} míle čtvereční	Po 1 míle čtvereční se zastavil.	{0} míle čtvereční	Po 3 míle čtvereční se zastavil.	{0} míle čtvereční	Po 0,1 míle čtvereční se zastavil.	{0} mil čtverečních	Po 5 mil čtverečních se zastavil.
area	square-mile • ( = 2.589988110336 km²)	n/a	n/a	dative	{0} míle čtvereční	Díky 1 míle čtvereční navíc to mohl stihnout.	{0} míle čtvereční	Díky 3 míle čtvereční navíc to mohl stihnout.	{0} míle čtvereční	Díky 0,1 míle čtvereční navíc to mohl stihnout.	{0} mil čtverečních	Díky 5 mil čtverečních navíc to mohl stihnout.
area	square-mile • ( = 2.589988110336 km²)	n/a	n/a	instrumental	{0} míle čtvereční	Spokojíme se s 1 míle čtvereční.	{0} míle čtvereční	Spokojíme se s 3 míle čtvereční.	{0} míle čtvereční	Spokojíme se s 0,1 míle čtvereční.	{0} mil čtverečních	Spokojíme se s 5 mil čtverečních.
concentration	millimole-per-liter • ( = 602214076000000000000000 items per cubic meter)	inanimate	Jeden milimol na litr stál 135 Kč.	nominative	{0} milimol na litr	Chybí ještě 1 milimol na litr.	{0} milimoly na litr	Chybí ještě 3 milimoly na litr.	{0} milimolu na litr	Chybí ještě 0,1 milimolu na litr.	{0} milimolů na litr	Chybí ještě 5 milimolů na litr.
concentration	millimole-per-liter • ( = 602214076000000000000000 items per cubic meter)	inanimate	Jeden milimol na litr stál 135 Kč.	accusative	{0} milimol na litr	Naměřili jsme 1 milimol na litr.	{0} milimoly na litr	Naměřili jsme 3 milimoly na litr.	{0} milimolu na litr	Naměřili jsme 0,1 milimolu na litr.	{0} milimolů na litr	Naměřili jsme 5 milimolů na litr.
concentration	millimole-per-liter • ( = 602214076000000000000000 items per cubic meter)	inanimate	Jeden milimol na litr stál 135 Kč.	genitive	{0} milimolu na litr	Bez 1 milimolu na litr se obejdeme.	{0} milimolů na litr	Bez 3 milimolů na litr se obejdeme.	{0} milimolu na litr	Bez 0,1 milimolu na litr se obejdeme.	{0} milimolů na litr	Bez 5 milimolů na litr se obejdeme.
concentration	millimole-per-liter • ( = 602214076000000000000000 items per cubic meter)	inanimate	Jeden milimol na litr stál 135 Kč.	locative	{0} milimolu na litr	Po 1 milimolu na litr se zastavil.	{0} milimolech na litr	Po 3 milimolech na litr se zastavil.	{0} milimolu na litr	Po 0,1 milimolu na litr se zastavil.	{0} milimolech na litr	Po 5 milimolech na litr se zastavil.
concentration	millimole-per-liter • ( = 602214076000000000000000 items per cubic meter)	inanimate	Jeden milimol na litr stál 135 Kč.	dative	{0} milimolu na litr	Díky 1 milimolu na litr navíc to mohl stihnout.	{0} milimolům na litr	Díky 3 milimolům na litr navíc to mohl stihnout.	{0} milimolu na litr	Díky 0,1 milimolu na litr navíc to mohl stihnout.	{0} milimolům na litr	Díky 5 milimolům na litr navíc to mohl stihnout.
concentration	millimole-per-liter • ( = 602214076000000000000000 items per cubic meter)	inanimate	Jeden milimol na litr stál 135 Kč.	instrumental	{0} milimolem na litr	Spokojíme se s 1 milimolem na litr.	{0} milimoly na litr	Spokojíme se s 3 milimoly na litr.	{0} milimolu na litr	Spokojíme se s 0,1 milimolu na litr.	{0} milimoly na litr	Spokojíme se s 5 milimoly na litr.
consumption	liters per 100 kilometers	inanimate	Jeden litr na sto kilometrů stál 135 Kč.	nominative	{0} litr na sto kilometrů	Chybí ještě 1 litr na sto kilometrů.	{0} litry na sto kilometrů	Chybí ještě 3 litry na sto kilometrů.	{0} litru na sto kilometrů	Chybí ještě 0,1 litru na sto kilometrů.	{0} litrů na sto kilometrů	Chybí ještě 5 litrů na sto kilometrů.
consumption	liters per 100 kilometers	inanimate	Jeden litr na sto kilometrů stál 135 Kč.	accusative	{0} litr na sto kilometrů	Naměřili jsme 1 litr na sto kilometrů.	{0} litry na sto kilometrů	Naměřili jsme 3 litry na sto kilometrů.	{0} litru na sto kilometrů	Naměřili jsme 0,1 litru na sto kilometrů.	{0} litrů na sto kilometrů	Naměřili jsme 5 litrů na sto kilometrů.
consumption	liters per 100 kilometers	inanimate	Jeden litr na sto kilometrů stál 135 Kč.	genitive	{0} litru na sto kilometrů	Bez 1 litru na sto kilometrů se obejdeme.	{0} litrů na sto kilometrů	Bez 3 litrů na sto kilometrů se obejdeme.	{0} litru na sto kilometrů	Bez 0,1 litru na sto kilometrů se obejdeme.	{0} litrů na sto kilometrů	Bez 5 litrů na sto kilometrů se obejdeme.
consumption	liters per 100 kilometers	inanimate	Jeden litr na sto kilometrů stál 135 Kč.	locative	{0} litru na sto kilometrů	Po 1 litru na sto kilometrů se zastavil.	{0} litrech na sto kilometrů	Po 3 litrech na sto kilometrů se zastavil.	{0} litru na sto kilometrů	Po 0,1 litru na sto kilometrů se zastavil.	{0} litrech na sto kilometrů	Po 5 litrech na sto kilometrů se zastavil.
consumption	liters per 100 kilometers	inanimate	Jeden litr na sto kilometrů stál 135 Kč.	dative	{0} litru na sto kilometrů	Díky 1 litru na sto kilometrů navíc to mohl stihnout.	{0} litrům na sto kilometrů	Díky 3 litrům na sto kilometrů navíc to mohl stihnout.	{0} litru na sto kilometrů	Díky 0,1 litru na sto kilometrů navíc to mohl stihnout.	{0} litrům na sto kilometrů	Díky 5 litrům na sto kilometrů navíc to mohl stihnout.
consumption	liters per 100 kilometers	inanimate	Jeden litr na sto kilometrů stál 135 Kč.	instrumental	{0} litrem na sto kilometrů	Spokojíme se s 1 litrem na sto kilometrů.	{0} litry na sto kilometrů	Spokojíme se s 3 litry na sto kilometrů.	{0} litru na sto kilometrů	Spokojíme se s 0,1 litru na sto kilometrů.	{0} litry na sto kilometrů	Spokojíme se s 5 litry na sto kilometrů.
consumption	liters per kilometer	inanimate	Jeden litr na kilometr stál 135 Kč.	nominative	{0} litr na kilometr	Chybí ještě 1 litr na kilometr.	{0} litry na kilometr	Chybí ještě 3 litry na kilometr.	{0} litru na kilometr	Chybí ještě 0,1 litru na kilometr.	{0} litrů na kilometr	Chybí ještě 5 litrů na kilometr.
consumption	liters per kilometer	inanimate	Jeden litr na kilometr stál 135 Kč.	accusative	{0} litr na kilometr	Naměřili jsme 1 litr na kilometr.	{0} litry na kilometr	Naměřili jsme 3 litry na kilometr.	{0} litru na kilometr	Naměřili jsme 0,1 litru na kilometr.	{0} litrů na kilometr	Naměřili jsme 5 litrů na kilometr.
consumption	liters per kilometer	inanimate	Jeden litr na kilometr stál 135 Kč.	genitive	{0} litru na kilometr	Bez 1 litru na kilometr se obejdeme.	{0} litrů na kilometr	Bez 3 litrů na kilometr se obejdeme.	{0} litru na kilometr	Bez 0,1 litru na kilometr se obejdeme.	{0} litrů na kilometr	Bez 5 litrů na kilometr se obejdeme.
consumption	liters per kilometer	inanimate	Jeden litr na kilometr stál 135 Kč.	locative	{0} litru na kilometr	Po 1 litru na kilometr se zastavil.	{0} litrech na kilometr	Po 3 litrech na kilometr se zastavil.	{0} litru na kilometr	Po 0,1 litru na kilometr se zastavil.	{0} litrech na kilometr	Po 5 litrech na kilometr se zastavil.
consumption	liters per kilometer	inanimate	Jeden litr na kilometr stál 135 Kč.	dative	{0} litru na kilometr	Díky 1 litru na kilometr navíc to mohl stihnout.	{0} litrům na kilometr	Díky 3 litrům na kilometr navíc to mohl stihnout.	{0} litru na kilometr	Díky 0,1 litru na kilometr navíc to mohl stihnout.	{0} litrům na kilometr	Díky 5 litrům na kilometr navíc to mohl stihnout.
consumption	liters per kilometer	inanimate	Jeden litr na kilometr stál 135 Kč.	instrumental	{0} litrem na kilometr	Spokojíme se s 1 litrem na kilometr.	{0} litry na kilometr	Spokojíme se s 3 litry na kilometr.	{0} litru na kilometr	Spokojíme se s 0,1 litru na kilometr.	{0} litry na kilometr	Spokojíme se s 5 litry na kilometr.
consumption-inverse	mile-per-gallon-imperial • ( = ~354006.1899346471 meters per cubic meter)	n/a	n/a	nominative	{0} míle na britský galon	Chybí ještě 1 míle na britský galon.	{0} míle na britský galon	Chybí ještě 3 míle na britský galon.	{0} míle na britský galon	Chybí ještě 0,1 míle na britský galon.	{0} mil na britský galon	Chybí ještě 5 mil na britský galon.
consumption-inverse	mile-per-gallon-imperial • ( = ~354006.1899346471 meters per cubic meter)	n/a	n/a	accusative	{0} míle na britský galon	Naměřili jsme 1 míle na britský galon.	{0} míle na britský galon	Naměřili jsme 3 míle na britský galon.	{0} míle na britský galon	Naměřili jsme 0,1 míle na britský galon.	{0} mil na britský galon	Naměřili jsme 5 mil na britský galon.
consumption-inverse	mile-per-gallon-imperial • ( = ~354006.1899346471 meters per cubic meter)	n/a	n/a	genitive	{0} míle na britský galon	Bez 1 míle na britský galon se obejdeme.	{0} míle na britský galon	Bez 3 míle na britský galon se obejdeme.	{0} míle na britský galon	Bez 0,1 míle na britský galon se obejdeme.	{0} mil na britský galon	Bez 5 mil na britský galon se obejdeme.
consumption-inverse	mile-per-gallon-imperial • ( = ~354006.1899346471 meters per cubic meter)	n/a	n/a	locative	{0} míle na britský galon	Po 1 míle na britský galon se zastavil.	{0} míle na britský galon	Po 3 míle na britský galon se zastavil.	{0} míle na britský galon	Po 0,1 míle na britský galon se zastavil.	{0} mil na britský galon	Po 5 mil na britský galon se zastavil.
consumption-inverse	mile-per-gallon-imperial • ( = ~354006.1899346471 meters per cubic meter)	n/a	n/a	dative	{0} míle na britský galon	Díky 1 míle na britský galon navíc to mohl stihnout.	{0} míle na britský galon	Díky 3 míle na britský galon navíc to mohl stihnout.	{0} míle na britský galon	Díky 0,1 míle na britský galon navíc to mohl stihnout.	{0} mil na britský galon	Díky 5 mil na britský galon navíc to mohl stihnout.
consumption-inverse	mile-per-gallon-imperial • ( = ~354006.1899346471 meters per cubic meter)	n/a	n/a	instrumental	{0} míle na britský galon	Spokojíme se s 1 míle na britský galon.	{0} míle na britský galon	Spokojíme se s 3 míle na britský galon.	{0} míle na britský galon	Spokojíme se s 0,1 míle na britský galon.	{0} mil na britský galon	Spokojíme se s 5 mil na britský galon.
consumption-inverse	mile-per-gallon • ( = ~425143.707430272 meters per cubic meter)	n/a	n/a	nominative	{0} míle na galon	Chybí ještě 1 míle na galon.	{0} míle na galon	Chybí ještě 3 míle na galon.	{0} míle na galon	Chybí ještě 0,1 míle na galon.	{0} mil na galon	Chybí ještě 5 mil na galon.
consumption-inverse	mile-per-gallon • ( = ~425143.707430272 meters per cubic meter)	n/a	n/a	accusative	{0} míle na galon	Naměřili jsme 1 míle na galon.	{0} míle na galon	Naměřili jsme 3 míle na galon.	{0} míle na galon	Naměřili jsme 0,1 míle na galon.	{0} mil na galon	Naměřili jsme 5 mil na galon.
consumption-inverse	mile-per-gallon • ( = ~425143.707430272 meters per cubic meter)	n/a	n/a	genitive	{0} míle na galon	Bez 1 míle na galon se obejdeme.	{0} míle na galon	Bez 3 míle na galon se obejdeme.	{0} míle na galon	Bez 0,1 míle na galon se obejdeme.	{0} mil na galon	Bez 5 mil na galon se obejdeme.
consumption-inverse	mile-per-gallon • ( = ~425143.707430272 meters per cubic meter)	n/a	n/a	locative	{0} míle na galon	Po 1 míle na galon se zastavil.	{0} míle na galon	Po 3 míle na galon se zastavil.	{0} míle na galon	Po 0,1 míle na galon se zastavil.	{0} mil na galon	Po 5 mil na galon se zastavil.
consumption-inverse	mile-per-gallon • ( = ~425143.707430272 meters per cubic meter)	n/a	n/a	dative	{0} míle na galon	Díky 1 míle na galon navíc to mohl stihnout.	{0} míle na galon	Díky 3 míle na galon navíc to mohl stihnout.	{0} míle na galon	Díky 0,1 míle na galon navíc to mohl stihnout.	{0} mil na galon	Díky 5 mil na galon navíc to mohl stihnout.
consumption-inverse	mile-per-gallon • ( = ~425143.707430272 meters per cubic meter)	n/a	n/a	instrumental	{0} míle na galon	Spokojíme se s 1 míle na galon.	{0} míle na galon	Spokojíme se s 3 míle na galon.	{0} míle na galon	Spokojíme se s 0,1 míle na galon.	{0} mil na galon	Spokojíme se s 5 mil na galon.
digital	bits	inanimate	Jeden bit stál 135 Kč.	nominative	{0} bit	Chybí ještě 1 bit.	{0} bity	Chybí ještě 3 bity.	{0} bitu	Chybí ještě 0,1 bitu.	{0} bitů	Chybí ještě 5 bitů.
digital	bits	inanimate	Jeden bit stál 135 Kč.	accusative	{0} bit	Naměřili jsme 1 bit.	{0} bity	Naměřili jsme 3 bity.	{0} bitu	Naměřili jsme 0,1 bitu.	{0} bitů	Naměřili jsme 5 bitů.
digital	bits	inanimate	Jeden bit stál 135 Kč.	genitive	{0} bitu	Bez 1 bitu se obejdeme.	{0} bitů	Bez 3 bitů se obejdeme.	{0} bitu	Bez 0,1 bitu se obejdeme.	{0} bitů	Bez 5 bitů se obejdeme.
digital	bits	inanimate	Jeden bit stál 135 Kč.	locative	{0} bitu	Po 1 bitu se zastavil.	{0} bitech	Po 3 bitech se zastavil.	{0} bitu	Po 0,1 bitu se zastavil.	{0} bitech	Po 5 bitech se zastavil.
digital	bits	inanimate	Jeden bit stál 135 Kč.	dative	{0} bitu	Díky 1 bitu navíc to mohl stihnout.	{0} bitům	Díky 3 bitům navíc to mohl stihnout.	{0} bitu	Díky 0,1 bitu navíc to mohl stihnout.	{0} bitům	Díky 5 bitům navíc to mohl stihnout.
digital	bits	inanimate	Jeden bit stál 135 Kč.	instrumental	{0} bitem	Spokojíme se s 1 bitem.	{0} bity	Spokojíme se s 3 bity.	{0} bitu	Spokojíme se s 0,1 bitu.	{0} bity	Spokojíme se s 5 bity.
digital	byte • ( = 8 bit)	inanimate	Jeden bajt stál 135 Kč.	nominative	{0} bajt	Chybí ještě 1 bajt.	{0} bajty	Chybí ještě 3 bajty.	{0} bajtu	Chybí ještě 0,1 bajtu.	{0} bajtů	Chybí ještě 5 bajtů.
digital	byte • ( = 8 bit)	inanimate	Jeden bajt stál 135 Kč.	accusative	{0} bajt	Naměřili jsme 1 bajt.	{0} bajty	Naměřili jsme 3 bajty.	{0} bajtu	Naměřili jsme 0,1 bajtu.	{0} bajtů	Naměřili jsme 5 bajtů.
digital	byte • ( = 8 bit)	inanimate	Jeden bajt stál 135 Kč.	genitive	{0} bajtu	Bez 1 bajtu se obejdeme.	{0} bajtů	Bez 3 bajtů se obejdeme.	{0} bajtu	Bez 0,1 bajtu se obejdeme.	{0} bajtů	Bez 5 bajtů se obejdeme.
