# Grammatical Features
#Locale	ID	Feature	Usage	Values
Tamil	ta	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental, ablative
Tamil	ta	grammaticalCase	units	nominative, accusative, dative, ablative

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} நாள்	<div class='cldr_example'><span class='cldr_substituted'>1</span> நாள்</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> நாள்</div>
Plural	other	{0} நாட்கள்	<div class='cldr_example'><span class='cldr_substituted'>2</span> நாட்கள்</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1</span> நாட்கள்</div>
Case (for measurement units)	nominative	{0} ரூ. 50 மதிப்புடையது	<div class='cldr_example'><span class='cldr_substituted'>2 நாட்கள்</span> ரூ. 50 மதிப்புடையது</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2 நாட்களில்</span> ரூ. 50 மதிப்புடையது</div>
Case (for measurement units)	accusative	… என்பதை {0} … ஆல் பெருக்குதல்	<div class='cldr_example'>… என்பதை <span class='cldr_substituted'>2 நாட்களை</span> … ஆல் பெருக்குதல்</div><div class='cldr_example'>❌  … என்பதை <span class='cldr_substituted'>2 நாட்களில்</span> … ஆல் பெருக்குதல்</div>
Case (for measurement units)	dative	… என்பதற்கு {0} …	<div class='cldr_example'>… என்பதற்கு <span class='cldr_substituted'>2 நாட்களுக்கு</span> …</div><div class='cldr_example'>❌  … என்பதற்கு <span class='cldr_substituted'>2 நாட்களில்</span> …</div>
Case (for measurement units)	ablative	… என்பதிலிருந்து {0} …	<div class='cldr_example'>… என்பதிலிருந்து <span class='cldr_substituted'>2 நாட்களில்</span> …</div><div class='cldr_example'>❌  … என்பதிலிருந்து <span class='cldr_substituted'>2 நாட்களை</span> …</div>

# Unit Case and Gender Info
#Quantity	Unit	Case	Pattern for one	Case MP + pattern with 1.0	Pattern for other	Case MP + pattern with 2.0
digital	kilobyte • ( = 8 kb)	dative	{0} கிலோபைட்டுக்கு	… என்பதற்கு 1 கிலோபைட்டுக்கு …	{0} கிலோபைட்களுக்கு	… என்பதற்கு 2 கிலோபைட்களுக்கு …
digital	kilobyte • ( = 8 kb)	ablative	{0} கிலோபைட்டில்	… என்பதிலிருந்து 1 கிலோபைட்டில் …	{0} கிலோபைட்களில்	… என்பதிலிருந்து 2 கிலோபைட்களில் …
digital	megabits	nominative	{0} மெகாபிட்	1 மெகாபிட் ரூ. 50 மதிப்புடையது	{0} மெகாபிட்கள்	2 மெகாபிட்கள் ரூ. 50 மதிப்புடையது
digital	megabits	accusative	{0} மெகாபிட்டை	… என்பதை 1 மெகாபிட்டை … ஆல் பெருக்குதல்	{0} மெகாபிட்களை	… என்பதை 2 மெகாபிட்களை … ஆல் பெருக்குதல்
digital	megabits	dative	{0} மெகாபிட்டுக்கு	… என்பதற்கு 1 மெகாபிட்டுக்கு …	{0} மெகாபிட்களுக்கு	… என்பதற்கு 2 மெகாபிட்களுக்கு …
digital	megabits	ablative	{0} மெகாபிட்டில்	… என்பதிலிருந்து 1 மெகாபிட்டில் …	{0} மெகாபிட்களில்	… என்பதிலிருந்து 2 மெகாபிட்களில் …
digital	megabyte • ( = 8 Mb)	nominative	{0} மெகாபைட்	1 மெகாபைட் ரூ. 50 மதிப்புடையது	{0} மெகாபைட்கள்	2 மெகாபைட்கள் ரூ. 50 மதிப்புடையது
digital	megabyte • ( = 8 Mb)	accusative	{0} மெகாபைட்டை	… என்பதை 1 மெகாபைட்டை … ஆல் பெருக்குதல்	{0} மெகாபைட்களை	… என்பதை 2 மெகாபைட்களை … ஆல் பெருக்குதல்
digital	megabyte • ( = 8 Mb)	dative	{0} மெகாபைட்டுக்கு	… என்பதற்கு 1 மெகாபைட்டுக்கு …	{0} மெகாபைட்களுக்கு	… என்பதற்கு 2 மெகாபைட்களுக்கு …
digital	megabyte • ( = 8 Mb)	ablative	{0} மெகாபைட்டில்	… என்பதிலிருந்து 1 மெகாபைட்டில் …	{0} மெகாபைட்களில்	… என்பதிலிருந்து 2 மெகாபைட்களில் …
digital	gigabits	nominative	{0} கிகாபிட்	1 கிகாபிட் ரூ. 50 மதிப்புடையது	{0} கிகாபிட்கள்	2 கிகாபிட்கள் ரூ. 50 மதிப்புடையது
digital	gigabits	accusative	{0} கிகாபிட்டை	… என்பதை 1 கிகாபிட்டை … ஆல் பெருக்குதல்	{0} கிகாபிட்களை	… என்பதை 2 கிகாபிட்களை … ஆல் பெருக்குதல்
digital	gigabits	dative	{0} கிகாபிட்டுக்கு	… என்பதற்கு 1 கிகாபிட்டுக்கு …	{0} கிகாபிட்களுக்கு	… என்பதற்கு 2 கிகாபிட்களுக்கு …
digital	gigabits	ablative	{0} கிகாபிட்டில்	… என்பதிலிருந்து 1 கிகாபிட்டில் …	{0} கிகாபிட்களில்	… என்பதிலிருந்து 2 கிகாபிட்களில் …
digital	gigabyte • ( = 8 Gb)	nominative	{0} கிகாபைட்	1 கிகாபைட் ரூ. 50 மதிப்புடையது	{0} கிகாபைட்கள்	2 கிகாபைட்கள் ரூ. 50 மதிப்புடையது
digital	gigabyte • ( = 8 Gb)	accusative	{0} கிகாபைட்டை	… என்பதை 1 கிகாபைட்டை … ஆல் பெருக்குதல்	{0} கிகாபைட்களை	… என்பதை 2 கிகாபைட்களை … ஆல் பெருக்குதல்
digital	gigabyte • ( = 8 Gb)	dative	{0} கிகாபைட்டுக்கு	… என்பதற்கு 1 கிகாபைட்டுக்கு …	{0} கிகாபைட்களுக்கு	… என்பதற்கு 2 கிகாபைட்களுக்கு …
digital	gigabyte • ( = 8 Gb)	ablative	{0} கிகாபைட்டில்	… என்பதிலிருந்து 1 கிகாபைட்டில் …	{0} கிகாபைட்களில்	… என்பதிலிருந்து 2 கிகாபைட்களில் …
digital	terabits	nominative	{0} டெராபிட்	1 டெராபிட் ரூ. 50 மதிப்புடையது	{0} டெராபிட்கள்	2 டெராபிட்கள் ரூ. 50 மதிப்புடையது
digital	terabits	accusative	{0} டெராபிட்டை	… என்பதை 1 டெராபிட்டை … ஆல் பெருக்குதல்	{0} டெராபிட்களை	… என்பதை 2 டெராபிட்களை … ஆல் பெருக்குதல்
digital	terabits	dative	{0} டெராபிட்டுக்கு	… என்பதற்கு 1 டெராபிட்டுக்கு …	{0} டெராபிட்களுக்கு	… என்பதற்கு 2 டெராபிட்களுக்கு …
digital	terabits	ablative	{0} டெராபிட்டில்	… என்பதிலிருந்து 1 டெராபிட்டில் …	{0} டெராபிட்களில்	… என்பதிலிருந்து 2 டெராபிட்களில் …
digital	terabyte • ( = 8 Tb)	nominative	{0} டெராபைட்	1 டெராபைட் ரூ. 50 மதிப்புடையது	{0} டெராபைட்கள்	2 டெராபைட்கள் ரூ. 50 மதிப்புடையது
digital	terabyte • ( = 8 Tb)	accusative	{0} டெராபைட்டை	… என்பதை 1 டெராபைட்டை … ஆல் பெருக்குதல்	{0} டெராபைட்களை	… என்பதை 2 டெராபைட்களை … ஆல் பெருக்குதல்
digital	terabyte • ( = 8 Tb)	dative	{0} டெராபைட்டுக்கு	… என்பதற்கு 1 டெராபைட்டுக்கு …	{0} டெராபைட்களுக்கு	… என்பதற்கு 2 டெராபைட்களுக்கு …
digital	terabyte • ( = 8 Tb)	ablative	{0} டெராபைட்டில்	… என்பதிலிருந்து 1 டெராபைட்டில் …	{0} டெராபைட்களில்	… என்பதிலிருந்து 2 டெராபைட்களில் …
digital	petabyte • ( = 8000 Tb)	nominative	{0} பெடாபைட்	1 பெடாபைட் ரூ. 50 மதிப்புடையது	{0} பெடாபைட்கள்	2 பெடாபைட்கள் ரூ. 50 மதிப்புடையது
digital	petabyte • ( = 8000 Tb)	accusative	{0} பெடாபைட்டை	… என்பதை 1 பெடாபைட்டை … ஆல் பெருக்குதல்	{0} பெடாபைட்களை	… என்பதை 2 பெடாபைட்களை … ஆல் பெருக்குதல்
digital	petabyte • ( = 8000 Tb)	dative	{0} பெடாபைட்டுக்கு	… என்பதற்கு 1 பெடாபைட்டுக்கு …	{0} பெடாபைட்களுக்கு	… என்பதற்கு 2 பெடாபைட்களுக்கு …
digital	petabyte • ( = 8000 Tb)	ablative	{0} பெடாபைட்டில்	… என்பதிலிருந்து 1 பெடாபைட்டில் …	{0} பெடாபைட்களில்	… என்பதிலிருந்து 2 பெடாபைட்களில் …
duration	nanoseconds	nominative	{0} நானோசெகண்டு	1 நானோசெகண்டு ரூ. 50 மதிப்புடையது	{0} நானோசெகண்டுகள்	2 நானோசெகண்டுகள் ரூ. 50 மதிப்புடையது
duration	nanoseconds	accusative	{0} நானோசெகண்டை	… என்பதை 1 நானோசெகண்டை … ஆல் பெருக்குதல்	{0} நானோசெகண்டுகளை	… என்பதை 2 நானோசெகண்டுகளை … ஆல் பெருக்குதல்
duration	nanoseconds	dative	{0} நானோசெகண்டுக்கு	… என்பதற்கு 1 நானோசெகண்டுக்கு …	{0} நானோசெகண்டுகளுக்கு	… என்பதற்கு 2 நானோசெகண்டுகளுக்கு …
duration	nanoseconds	ablative	{0} நானோசெகண்டில்	… என்பதிலிருந்து 1 நானோசெகண்டில் …	{0} நானோசெகண்டுகளில்	… என்பதிலிருந்து 2 நானோசெகண்டுகளில் …
duration	microseconds	nominative	{0} மைக்ரோவிநாடி	1 மைக்ரோவிநாடி ரூ. 50 மதிப்புடையது	{0} மைக்ரோவிநாடிகள்	2 மைக்ரோவிநாடிகள் ரூ. 50 மதிப்புடையது
duration	microseconds	accusative	{0} மைக்ரோவிநாடியை	… என்பதை 1 மைக்ரோவிநாடியை … ஆல் பெருக்குதல்	{0} மைக்ரோவிநாடிகளை	… என்பதை 2 மைக்ரோவிநாடிகளை … ஆல் பெருக்குதல்
duration	microseconds	dative	{0} மைக்ரோவிநாடிக்கு	… என்பதற்கு 1 மைக்ரோவிநாடிக்கு …	{0} மைக்ரோவிநாடிகளுக்கு	… என்பதற்கு 2 மைக்ரோவிநாடிகளுக்கு …
duration	microseconds	ablative	{0} மைக்ரோவிநாடியில்	… என்பதிலிருந்து 1 மைக்ரோவிநாடியில் …	{0} மைக்ரோவிநாடிகளில்	… என்பதிலிருந்து 2 மைக்ரோவிநாடிகளில் …
duration	milliseconds	nominative	{0} மில்லிவிநாடி	1 மில்லிவிநாடி ரூ. 50 மதிப்புடையது	{0} மில்லிவிநாடிகள்	2 மில்லிவிநாடிகள் ரூ. 50 மதிப்புடையது
duration	milliseconds	accusative	{0} மில்லிவிநாடியை	… என்பதை 1 மில்லிவிநாடியை … ஆல் பெருக்குதல்	{0} மில்லிவிநாடிகளை	… என்பதை 2 மில்லிவிநாடிகளை … ஆல் பெருக்குதல்
duration	milliseconds	dative	{0} மில்லிவிநாடிக்கு	… என்பதற்கு 1 மில்லிவிநாடிக்கு …	{0} மில்லிவிநாடிகளுக்கு	… என்பதற்கு 2 மில்லிவிநாடிகளுக்கு …
duration	milliseconds	ablative	{0} மில்லிவிநாடியில்	… என்பதிலிருந்து 1 மில்லிவிநாடியில் …	{0} மில்லிவிநாடிகளில்	… என்பதிலிருந்து 2 மில்லிவிநாடிகளில் …
duration	seconds	nominative	{0} விநாடி	1 விநாடி ரூ. 50 மதிப்புடையது	{0} விநாடிகள்	2 விநாடிகள் ரூ. 50 மதிப்புடையது
