# Grammatical Features
#Locale	ID	Feature	Usage	Values
Ukrainian	uk	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental
Ukrainian	uk	grammaticalCase	units	nominative, accusative, genitive, locative, dative, instrumental
Ukrainian	uk	grammaticalGender	general	masculine, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} день	<div class='cldr_example'><span class='cldr_substituted'>1</span> день</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> день</div>
Plural	few	{0} дні	<div class='cldr_example'><span class='cldr_substituted'>2</span> дні</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> дні</div>
Plural	many	{0} днів	<div class='cldr_example'><span class='cldr_substituted'>5</span> днів</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> днів</div>
Plural	other	{0} дня	<div class='cldr_example'><span class='cldr_substituted'>10,0</span> дня</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> дня</div>
Case (for measurement units)	nominative	Є {0}	<div class='cldr_example'>Є <span class='cldr_substituted'>1 метр</span></div><div class='cldr_example'>❌  Є <span class='cldr_substituted'>1 метру</span></div>
Case (for measurement units)	accusative	Знайшли {0}	<div class='cldr_example'>Знайшли <span class='cldr_substituted'>1 метр</span></div><div class='cldr_example'>❌  Знайшли <span class='cldr_substituted'>1 метру</span></div>
Case (for measurement units)	genitive	Немає {0}	<div class='cldr_example'>Немає <span class='cldr_substituted'>1 метра</span></div><div class='cldr_example'>❌  Немає <span class='cldr_substituted'>1 метр</span></div>
Case (for measurement units)	locative	Міститься в {0}	<div class='cldr_example'>Міститься в <span class='cldr_substituted'>1 метрі</span></div><div class='cldr_example'>❌  Міститься в <span class='cldr_substituted'>1 метр</span></div>
Case (for measurement units)	dative	Це відповідає {0}	<div class='cldr_example'>Це відповідає <span class='cldr_substituted'>1 метру</span></div><div class='cldr_example'>❌  Це відповідає <span class='cldr_substituted'>1 метр</span></div>
Case (for measurement units)	instrumental	Вимірюється не {0}	<div class='cldr_example'>Вимірюється не <span class='cldr_substituted'>1 метром</span></div><div class='cldr_example'>❌  Вимірюється не <span class='cldr_substituted'>1 метр</span></div>
Gender (for measurement units)	masculine	Цей {0}	<div class='cldr_example'>Цей <span class='cldr_substituted'>день</span></div><div class='cldr_example'>❌  Цей <span class='cldr_substituted'>година</span></div>
Gender (for measurement units)	feminine	Ця {0}	<div class='cldr_example'>Ця <span class='cldr_substituted'>година</span></div><div class='cldr_example'>❌  Ця <span class='cldr_substituted'>день</span></div>
Gender (for measurement units)	neuter	Це {0}	<div class='cldr_example'>Це <span class='cldr_substituted'>століття</span></div><div class='cldr_example'>❌  Це <span class='cldr_substituted'>година</span></div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 21.0	Pattern for few	Case MP + pattern with 3.0	Pattern for many	Case MP + pattern with 5.0	Pattern for other	Case MP + pattern with 0.1
area	square kilometers	masculine	Цей квадратний кілометр	nominative	{0} квадратний кілометр	Є 21 квадратний кілометр	{0} квадратні кілометри	Є 3 квадратні кілометри	{0} квадратних кілометрів	Є 5 квадратних кілометрів	{0} квадратного кілометра	Є 0,1 квадратного кілометра
area	square kilometers	masculine	Цей квадратний кілометр	accusative	{0} квадратний кілометр	Знайшли 21 квадратний кілометр	{0} квадратні кілометри	Знайшли 3 квадратні кілометри	{0} квадратних кілометрів	Знайшли 5 квадратних кілометрів	{0} квадратного кілометра	Знайшли 0,1 квадратного кілометра
area	square kilometers	masculine	Цей квадратний кілометр	genitive	{0} квадратного кілометра	Немає 21 квадратного кілометра	{0} квадратних кілометрів	Немає 3 квадратних кілометрів	{0} квадратних кілометрів	Немає 5 квадратних кілометрів	{0} квадратного кілометра	Немає 0,1 квадратного кілометра
area	square kilometers	masculine	Цей квадратний кілометр	locative	{0} квадратному кілометрі	Міститься в 21 квадратному кілометрі	{0} квадратних кілометрах	Міститься в 3 квадратних кілометрах	{0} квадратних кілометрах	Міститься в 5 квадратних кілометрах	{0} квадратного кілометра	Міститься в 0,1 квадратного кілометра
area	square kilometers	masculine	Цей квадратний кілометр	dative	{0} квадратному кілометру	Це відповідає 21 квадратному кілометру	{0} квадратним кілометрам	Це відповідає 3 квадратним кілометрам	{0} квадратним кілометрам	Це відповідає 5 квадратним кілометрам	{0} квадратного кілометра	Це відповідає 0,1 квадратного кілометра
area	square kilometers	masculine	Цей квадратний кілометр	instrumental	{0} квадратним кілометром	Вимірюється не 21 квадратним кілометром	{0} квадратними кілометрами	Вимірюється не 3 квадратними кілометрами	{0} квадратними кілометрами	Вимірюється не 5 квадратними кілометрами	{0} квадратного кілометра	Вимірюється не 0,1 квадратного кілометра
area	square-mile • ( = 2.589988110336 km²)	n/a	n/a	nominative	{0} квадратна миля	Є 21 квадратна миля	{0} квадратні милі	Є 3 квадратні милі	{0} квадратних миль	Є 5 квадратних миль	{0} квадратної милі	Є 0,1 квадратної милі
area	square-mile • ( = 2.589988110336 km²)	n/a	n/a	accusative	{0} квадратна миля	Знайшли 21 квадратна миля	{0} квадратні милі	Знайшли 3 квадратні милі	{0} квадратних миль	Знайшли 5 квадратних миль	{0} квадратної милі	Знайшли 0,1 квадратної милі
area	square-mile • ( = 2.589988110336 km²)	n/a	n/a	genitive	{0} квадратна миля	Немає 21 квадратна миля	{0} квадратні милі	Немає 3 квадратні милі	{0} квадратних миль	Немає 5 квадратних миль	{0} квадратної милі	Немає 0,1 квадратної милі
area	square-mile • ( = 2.589988110336 km²)	n/a	n/a	locative	{0} квадратна миля	Міститься в 21 квадратна миля	{0} квадратні милі	Міститься в 3 квадратні милі	{0} квадратних миль	Міститься в 5 квадратних миль	{0} квадратної милі	Міститься в 0,1 квадратної милі
area	square-mile • ( = 2.589988110336 km²)	n/a	n/a	dative	{0} квадратна миля	Це відповідає 21 квадратна миля	{0} квадратні милі	Це відповідає 3 квадратні милі	{0} квадратних миль	Це відповідає 5 квадратних миль	{0} квадратної милі	Це відповідає 0,1 квадратної милі
area	square-mile • ( = 2.589988110336 km²)	n/a	n/a	instrumental	{0} квадратна миля	Вимірюється не 21 квадратна миля	{0} квадратні милі	Вимірюється не 3 квадратні милі	{0} квадратних миль	Вимірюється не 5 квадратних миль	{0} квадратної милі	Вимірюється не 0,1 квадратної милі
concentration	millimole-per-liter • ( = 602214076000000000000000 items per cubic meter)	masculine	Цей мілімоль на літр	nominative	{0} мілімоль на літр	Є 21 мілімоль на літр	{0} мілімолі на літр	Є 3 мілімолі на літр	{0} мілімолів на літр	Є 5 мілімолів на літр	{0} мілімоля на літр	Є 0,1 мілімоля на літр
concentration	millimole-per-liter • ( = 602214076000000000000000 items per cubic meter)	masculine	Цей мілімоль на літр	accusative	{0} мілімоль на літр	Знайшли 21 мілімоль на літр	{0} мілімолі на літр	Знайшли 3 мілімолі на літр	{0} мілімолів на літр	Знайшли 5 мілімолів на літр	{0} мілімоля на літр	Знайшли 0,1 мілімоля на літр
concentration	millimole-per-liter • ( = 602214076000000000000000 items per cubic meter)	masculine	Цей мілімоль на літр	genitive	{0} мілімоля на літр	Немає 21 мілімоля на літр	{0} мілімолів на літр	Немає 3 мілімолів на літр	{0} мілімолів на літр	Немає 5 мілімолів на літр	{0} мілімоля на літр	Немає 0,1 мілімоля на літр
concentration	millimole-per-liter • ( = 602214076000000000000000 items per cubic meter)	masculine	Цей мілімоль на літр	locative	{0} мілімолі на літр	Міститься в 21 мілімолі на літр	{0} мілімолях на літр	Міститься в 3 мілімолях на літр	{0} мілімолях на літр	Міститься в 5 мілімолях на літр	{0} мілімоля на літр	Міститься в 0,1 мілімоля на літр
concentration	millimole-per-liter • ( = 602214076000000000000000 items per cubic meter)	masculine	Цей мілімоль на літр	dative	{0} мілімолю на літр	Це відповідає 21 мілімолю на літр	{0} мілімолям на літр	Це відповідає 3 мілімолям на літр	{0} мілімолям на літр	Це відповідає 5 мілімолям на літр	{0} мілімоля на літр	Це відповідає 0,1 мілімоля на літр
concentration	millimole-per-liter • ( = 602214076000000000000000 items per cubic meter)	masculine	Цей мілімоль на літр	instrumental	{0} мілімолем на літр	Вимірюється не 21 мілімолем на літр	{0} мілімолями на літр	Вимірюється не 3 мілімолями на літр	{0} мілімолями на літр	Вимірюється не 5 мілімолями на літр	{0} мілімоля на літр	Вимірюється не 0,1 мілімоля на літр
consumption	liters per 100 kilometers	masculine	Цей літр на 100 кілометрів	nominative	{0} літр на 100 кілометрів	Є 21 літр на 100 кілометрів	{0} літри на 100 кілометрів	Є 3 літри на 100 кілометрів	{0} літрів на 100 кілометрів	Є 5 літрів на 100 кілометрів	{0} літра на 100 кілометрів	Є 0,1 літра на 100 кілометрів
consumption	liters per 100 kilometers	masculine	Цей літр на 100 кілометрів	accusative	{0} літр на 100 кілометрів	Знайшли 21 літр на 100 кілометрів	{0} літри на 100 кілометрів	Знайшли 3 літри на 100 кілометрів	{0} літрів на 100 кілометрів	Знайшли 5 літрів на 100 кілометрів	{0} літра на 100 кілометрів	Знайшли 0,1 літра на 100 кілометрів
consumption	liters per 100 kilometers	masculine	Цей літр на 100 кілометрів	genitive	{0} літра на 100 кілометрів	Немає 21 літра на 100 кілометрів	{0} літрів на 100 кілометрів	Немає 3 літрів на 100 кілометрів	{0} літрів на 100 кілометрів	Немає 5 літрів на 100 кілометрів	{0} літра на 100 кілометрів	Немає 0,1 літра на 100 кілометрів
consumption	liters per 100 kilometers	masculine	Цей літр на 100 кілометрів	locative	{0} літрі на 100 кілометрів	Міститься в 21 літрі на 100 кілометрів	{0} літрах на 100 кілометрів	Міститься в 3 літрах на 100 кілометрів	{0} літрах на 100 кілометрів	Міститься в 5 літрах на 100 кілометрів	{0} літра на 100 кілометрів	Міститься в 0,1 літра на 100 кілометрів
consumption	liters per 100 kilometers	masculine	Цей літр на 100 кілометрів	dative	{0} літру на 100 кілометрів	Це відповідає 21 літру на 100 кілометрів	{0} літрам на 100 кілометрів	Це відповідає 3 літрам на 100 кілометрів	{0} літрам на 100 кілометрів	Це відповідає 5 літрам на 100 кілометрів	{0} літра на 100 кілометрів	Це відповідає 0,1 літра на 100 кілометрів
consumption	liters per 100 kilometers	masculine	Цей літр на 100 кілометрів	instrumental	{0} літром на 100 кілометрів	Вимірюється не 21 літром на 100 кілометрів	{0} літрами на 100 кілометрів	Вимірюється не 3 літрами на 100 кілометрів	{0} літрами на 100 кілометрів	Вимірюється не 5 літрами на 100 кілометрів	{0} літра на 100 кілометрів	Вимірюється не 0,1 літра на 100 кілометрів
consumption	liters per kilometer	masculine	Цей літр на кілометр	nominative	{0} літр на кілометр	Є 21 літр на кілометр	{0} літри на кілометр	Є 3 літри на кілометр	{0} літрів на кілометр	Є 5 літрів на кілометр	{0} літра на кілометр	Є 0,1 літра на кілометр
consumption	liters per kilometer	masculine	Цей літр на кілометр	accusative	{0} літр на кілометр	Знайшли 21 літр на кілометр	{0} літри на кілометр	Знайшли 3 літри на кілометр	{0} літрів на кілометр	Знайшли 5 літрів на кілометр	{0} літра на кілометр	Знайшли 0,1 літра на кілометр
consumption	liters per kilometer	masculine	Цей літр на кілометр	genitive	{0} літра на кілометр	Немає 21 літра на кілометр	{0} літрів на кілометр	Немає 3 літрів на кілометр	{0} літрів на кілометр	Немає 5 літрів на кілометр	{0} літра на кілометр	Немає 0,1 літра на кілометр
consumption	liters per kilometer	masculine	Цей літр на кілометр	locative	{0} літрі на кілометр	Міститься в 21 літрі на кілометр	{0} літрах на кілометр	Міститься в 3 літрах на кілометр	{0} літрах на кілометр	Міститься в 5 літрах на кілометр	{0} літра на кілометр	Міститься в 0,1 літра на кілометр
consumption	liters per kilometer	masculine	Цей літр на кілометр	dative	{0} літру на кілометр	Це відповідає 21 літру на кілометр	{0} літрам на кілометр	Це відповідає 3 літрам на кілометр	{0} літрам на кілометр	Це відповідає 5 літрам на кілометр	{0} літра на кілометр	Це відповідає 0,1 літра на кілометр
